Source_File,Segment_ID,Episode_ID,Split,Start_Window,End_Window,Duration_Seconds,Duration_Minutes,Attack_Windows,Dominant_Attack_Types,Attack_Types
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_6,TRAIN,2018-02-22 01:58:00,2018-02-22 01:58:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_7,TRAIN,2018-02-22 01:59:00,2018-02-22 01:59:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_8,TRAIN,2018-02-22 02:00:00,2018-02-22 02:00:00,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_9,TRAIN,2018-02-22 02:01:00,2018-02-22 02:01:30,60.0,1.0,2,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_10,TRAIN,2018-02-22 02:02:30,2018-02-22 02:02:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_11,TRAIN,2018-02-22 02:03:30,2018-02-22 02:03:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_12,TRAIN,2018-02-22 02:04:30,2018-02-22 02:04:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_13,TRAIN,2018-02-22 02:05:30,2018-02-22 02:05:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_14,TRAIN,2018-02-22 02:06:30,2018-02-22 02:06:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_15,TRAIN,2018-02-22 02:07:30,2018-02-22 02:07:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_16,TRAIN,2018-02-22 02:08:30,2018-02-22 02:08:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_17,TRAIN,2018-02-22 02:09:30,2018-02-22 02:09:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_18,TRAIN,2018-02-22 02:10:30,2018-02-22 02:10:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_19,TRAIN,2018-02-22 02:11:30,2018-02-22 02:11:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_20,TRAIN,2018-02-22 02:12:30,2018-02-22 02:12:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_21,TRAIN,2018-02-22 02:13:30,2018-02-22 02:13:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_22,TRAIN,2018-02-22 02:14:30,2018-02-22 02:14:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_23,TRAIN,2018-02-22 02:15:30,2018-02-22 02:15:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_24,TRAIN,2018-02-22 02:16:30,2018-02-22 02:16:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_25,TRAIN,2018-02-22 02:17:30,2018-02-22 02:17:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_26,TRAIN,2018-02-22 02:18:30,2018-02-22 02:18:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_27,TRAIN,2018-02-22 02:19:30,2018-02-22 02:19:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_28,TRAIN,2018-02-22 02:20:30,2018-02-22 02:20:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_29,TRAIN,2018-02-22 02:21:30,2018-02-22 02:21:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_30,TRAIN,2018-02-22 02:22:30,2018-02-22 02:22:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_31,TRAIN,2018-02-22 02:23:30,2018-02-22 02:23:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_32,TRAIN,2018-02-22 02:24:30,2018-02-22 02:24:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_33,TRAIN,2018-02-22 02:25:30,2018-02-22 02:25:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_34,TRAIN,2018-02-22 02:26:30,2018-02-22 02:26:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_35,TRAIN,2018-02-22 02:27:30,2018-02-22 02:27:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_36,TRAIN,2018-02-22 02:28:30,2018-02-22 02:28:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_37,TRAIN,2018-02-22 04:14:30,2018-02-22 04:14:30,30.0,0.5,1,SQL Injection,SQL Injection
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_38,TRAIN,2018-02-22 04:16:30,2018-02-22 04:20:30,270.0,4.5,9,SQL Injection,SQL Injection
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_39,TRAIN,2018-02-22 04:22:00,2018-02-22 04:22:00,30.0,0.5,1,SQL Injection,SQL Injection
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_40,TRAIN,2018-02-22 04:24:30,2018-02-22 04:24:30,30.0,0.5,1,SQL Injection,SQL Injection
Thursday-22-02-2018,Thursday-22-02-2018__SEG_1,Thursday-22-02-2018__EP_41,TRAIN,2018-02-22 04:27:30,2018-02-22 04:27:30,30.0,0.5,1,SQL Injection,SQL Injection
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_42,TRAIN,2018-02-22 10:13:30,2018-02-22 10:14:00,60.0,1.0,2,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_43,TRAIN,2018-02-22 10:15:30,2018-02-22 10:15:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_44,TRAIN,2018-02-22 10:17:30,2018-02-22 10:18:00,60.0,1.0,2,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_45,TRAIN,2018-02-22 10:19:00,2018-02-22 10:19:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_46,TRAIN,2018-02-22 10:20:00,2018-02-22 10:20:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_47,TRAIN,2018-02-22 10:21:00,2018-02-22 10:21:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_48,TRAIN,2018-02-22 10:22:00,2018-02-22 10:22:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_49,TRAIN,2018-02-22 10:23:00,2018-02-22 10:23:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_50,TRAIN,2018-02-22 10:24:00,2018-02-22 10:24:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_51,TRAIN,2018-02-22 10:25:00,2018-02-22 10:25:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_52,TRAIN,2018-02-22 10:26:00,2018-02-22 10:26:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_53,TRAIN,2018-02-22 10:27:00,2018-02-22 10:27:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_54,TRAIN,2018-02-22 10:28:00,2018-02-22 10:28:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_55,TRAIN,2018-02-22 10:29:00,2018-02-22 10:30:30,120.0,2.0,4,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_56,TRAIN,2018-02-22 10:31:30,2018-02-22 10:31:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_57,TRAIN,2018-02-22 10:32:30,2018-02-22 10:32:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_58,TRAIN,2018-02-22 10:33:30,2018-02-22 10:33:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_59,TRAIN,2018-02-22 10:34:30,2018-02-22 10:34:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_60,TRAIN,2018-02-22 10:35:30,2018-02-22 10:35:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_61,TRAIN,2018-02-22 10:36:30,2018-02-22 10:36:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_62,TRAIN,2018-02-22 10:37:30,2018-02-22 10:37:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_63,TRAIN,2018-02-22 10:38:30,2018-02-22 10:38:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_64,TRAIN,2018-02-22 10:39:30,2018-02-22 10:39:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_65,TRAIN,2018-02-22 10:40:30,2018-02-22 10:40:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_66,TRAIN,2018-02-22 10:41:30,2018-02-22 10:43:00,120.0,2.0,4,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_67,TRAIN,2018-02-22 10:44:00,2018-02-22 10:44:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_68,TRAIN,2018-02-22 10:45:00,2018-02-22 10:45:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_69,TRAIN,2018-02-22 10:46:00,2018-02-22 10:46:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_70,TRAIN,2018-02-22 10:47:00,2018-02-22 10:47:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_71,TRAIN,2018-02-22 10:48:00,2018-02-22 10:48:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_72,TRAIN,2018-02-22 10:49:00,2018-02-22 10:49:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_73,TRAIN,2018-02-22 10:50:00,2018-02-22 10:50:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_74,TRAIN,2018-02-22 10:51:00,2018-02-22 10:51:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_75,TRAIN,2018-02-22 10:52:00,2018-02-22 10:52:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_76,TRAIN,2018-02-22 10:53:00,2018-02-22 10:53:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_77,TRAIN,2018-02-22 10:54:00,2018-02-22 10:54:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_78,TRAIN,2018-02-22 10:55:00,2018-02-22 10:55:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_79,TRAIN,2018-02-22 10:56:00,2018-02-22 10:56:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_80,TRAIN,2018-02-22 10:57:00,2018-02-22 10:57:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_81,TRAIN,2018-02-22 10:58:00,2018-02-22 10:58:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_82,TRAIN,2018-02-22 10:59:00,2018-02-22 10:59:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_83,TRAIN,2018-02-22 11:00:00,2018-02-22 11:00:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_84,TRAIN,2018-02-22 11:01:00,2018-02-22 11:01:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_85,TRAIN,2018-02-22 11:02:00,2018-02-22 11:02:30,60.0,1.0,2,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_86,TRAIN,2018-02-22 11:03:30,2018-02-22 11:03:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_87,TRAIN,2018-02-22 11:04:30,2018-02-22 11:04:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_88,TRAIN,2018-02-22 11:05:30,2018-02-22 11:05:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_89,TRAIN,2018-02-22 11:06:30,2018-02-22 11:06:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_90,TRAIN,2018-02-22 11:07:30,2018-02-22 11:07:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_91,TRAIN,2018-02-22 11:08:30,2018-02-22 11:08:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_92,TRAIN,2018-02-22 11:09:30,2018-02-22 11:09:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web|SQL Injection
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_93,TRAIN,2018-02-22 11:10:30,2018-02-22 11:10:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_94,TRAIN,2018-02-22 11:11:30,2018-02-22 11:11:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_95,TRAIN,2018-02-22 11:12:30,2018-02-22 11:12:30,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_96,TRAIN,2018-02-22 11:13:30,2018-02-22 11:16:00,180.0,3.0,6,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_97,TRAIN,2018-02-22 11:17:00,2018-02-22 11:17:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_98,TRAIN,2018-02-22 11:18:00,2018-02-22 11:18:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_99,TRAIN,2018-02-22 11:19:00,2018-02-22 11:19:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_100,TRAIN,2018-02-22 11:20:00,2018-02-22 11:20:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_101,TRAIN,2018-02-22 11:21:00,2018-02-22 11:21:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_102,TRAIN,2018-02-22 11:22:00,2018-02-22 11:22:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Thursday-22-02-2018,Thursday-22-02-2018__SEG_2,Thursday-22-02-2018__EP_103,TRAIN,2018-02-22 11:23:00,2018-02-22 11:23:00,30.0,0.5,1,Brute Force -Web,Brute Force -Web
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_1,TRAIN,2018-02-23 01:05:30,2018-02-23 01:05:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_2,TRAIN,2018-02-23 01:06:30,2018-02-23 01:06:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
Friday-23-02-2018,Friday-23-02-2018__SEG_1,Friday-23-02-2018__EP_3,TRAIN,2018-02-23 01:07:30,2018-02-23 01:07:30,30.0,0.5,1,Brute Force -XSS,Brute Force -XSS
