Source_File,Split,Onset_Window,Attack_Type,Attack_Types,Attack_Ratio
Friday-23-02-2018,TRAIN,2018-02-23 01:25:30,Brute Force -XSS,Brute Force -XSS,0.0040899795501022
Friday-23-02-2018,TRAIN,2018-02-23 01:26:30,Brute Force -XSS,Brute Force -XSS,0.0013661202185792
Friday-23-02-2018,TRAIN,2018-02-23 01:27:30,Brute Force -XSS,Brute Force -XSS,0.0053333333333333
Friday-23-02-2018,TRAIN,2018-02-23 01:28:30,Brute Force -XSS,Brute Force -XSS,0.0028288543140028
Friday-23-02-2018,TRAIN,2018-02-23 01:29:30,Brute Force -XSS,Brute Force -XSS,0.0025
Friday-23-02-2018,TRAIN,2018-02-23 01:30:30,Brute Force -XSS,Brute Force -XSS,0.002092050209205
Friday-23-02-2018,TRAIN,2018-02-23 01:31:30,Brute Force -XSS,Brute Force -XSS,0.003976143141153
Friday-23-02-2018,TRAIN,2018-02-23 01:32:30,Brute Force -XSS,Brute Force -XSS,0.0022909507445589
Friday-23-02-2018,TRAIN,2018-02-23 01:33:30,Brute Force -XSS,Brute Force -XSS,0.0039682539682539
Friday-23-02-2018,TRAIN,2018-02-23 01:34:30,Brute Force -XSS,Brute Force -XSS,0.0022522522522522
Friday-23-02-2018,TRAIN,2018-02-23 01:35:30,Brute Force -XSS,Brute Force -XSS,0.0009980039920159
Friday-23-02-2018,TRAIN,2018-02-23 01:37:00,Brute Force -XSS,Brute Force -XSS,0.0028818443804034
Friday-23-02-2018,TRAIN,2018-02-23 01:38:00,Brute Force -XSS,Brute Force -XSS,0.0020304568527918
Friday-23-02-2018,TRAIN,2018-02-23 01:39:00,Brute Force -XSS,Brute Force -XSS,0.0031645569620253
Friday-23-02-2018,TRAIN,2018-02-23 01:40:00,Brute Force -XSS,Brute Force -XSS,0.0022497187851518
Friday-23-02-2018,TRAIN,2018-02-23 01:41:00,Brute Force -XSS,Brute Force -XSS,0.0025125628140703
Friday-23-02-2018,TRAIN,2018-02-23 01:43:00,Brute Force -XSS,Brute Force -XSS,0.0025839793281653
Friday-23-02-2018,TRAIN,2018-02-23 01:44:00,Brute Force -XSS,Brute Force -XSS,0.0031397174254317
Friday-23-02-2018,TRAIN,2018-02-23 01:45:00,Brute Force -XSS,Brute Force -XSS,0.0034965034965034
Friday-23-02-2018,TRAIN,2018-02-23 01:46:00,Brute Force -XSS,Brute Force -XSS,0.0015515903801396
Friday-23-02-2018,TRAIN,2018-02-23 01:47:00,Brute Force -XSS,Brute Force -XSS,0.0022471910112359
Friday-23-02-2018,TRAIN,2018-02-23 01:48:30,Brute Force -XSS,Brute Force -XSS,0.0027586206896551
Friday-23-02-2018,TRAIN,2018-02-23 01:49:30,Brute Force -XSS,Brute Force -XSS,0.005050505050505
Friday-23-02-2018,TRAIN,2018-02-23 01:50:30,Brute Force -XSS,Brute Force -XSS,0.0033333333333333
Friday-23-02-2018,TRAIN,2018-02-23 01:51:30,Brute Force -XSS,Brute Force -XSS,0.0017391304347826
Friday-23-02-2018,TRAIN,2018-02-23 01:52:30,Brute Force -XSS,Brute Force -XSS,0.0017793594306049
Friday-23-02-2018,TRAIN,2018-02-23 01:53:30,Brute Force -XSS,Brute Force -XSS,0.0020942408376963
Friday-23-02-2018,TRAIN,2018-02-23 01:54:30,Brute Force -XSS,Brute Force -XSS,0.0033057851239669
Friday-23-02-2018,TRAIN,2018-02-23 01:55:30,Brute Force -XSS,Brute Force -XSS,0.0016220600162206
Friday-23-02-2018,TRAIN,2018-02-23 01:56:30,Brute Force -XSS,Brute Force -XSS,0.0062305295950155
Friday-23-02-2018,TRAIN,2018-02-23 01:57:30,Brute Force -XSS,Brute Force -XSS,0.0024813895781637
Friday-23-02-2018,TRAIN,2018-02-23 01:58:30,Brute Force -XSS,Brute Force -XSS,0.0054794520547945
Friday-23-02-2018,TRAIN,2018-02-23 02:00:00,Brute Force -XSS,Brute Force -XSS,0.0034305317324185
Friday-23-02-2018,TRAIN,2018-02-23 02:01:00,Brute Force -XSS,Brute Force -XSS,0.0038535645472061
Friday-23-02-2018,TRAIN,2018-02-23 02:02:00,Brute Force -XSS,Brute Force -XSS,0.0045146726862302
Friday-23-02-2018,TRAIN,2018-02-23 02:03:00,Brute Force -XSS,Brute Force -XSS,0.0052770448548812
Friday-23-02-2018,TRAIN,2018-02-23 02:04:00,Brute Force -XSS,Brute Force -XSS,0.0060240963855421
Friday-23-02-2018,TRAIN,2018-02-23 02:05:00,Brute Force -XSS,Brute Force -XSS,0.0022421524663677
Friday-23-02-2018,TRAIN,2018-02-23 02:07:00,Brute Force -XSS,Brute Force -XSS,0.0022396416573348
Friday-23-02-2018,TRAIN,2018-02-23 02:08:00,Brute Force -XSS,Brute Force -XSS,0.0031948881789137
Friday-23-02-2018,TRAIN,2018-02-23 02:09:00,Brute Force -XSS,Brute Force -XSS,0.0016012810248198
Friday-23-02-2018,TRAIN,2018-02-23 02:10:00,Brute Force -XSS,Brute Force -XSS,0.0042105263157894
Friday-23-02-2018,TRAIN,2018-02-23 03:05:00,SQL Injection,SQL Injection,0.0028368794326241
Friday-23-02-2018,TRAIN,2018-02-23 03:08:00,SQL Injection,SQL Injection,0.0059880239520958
Friday-23-02-2018,TRAIN,2018-02-23 03:12:00,SQL Injection,SQL Injection,0.0013262599469496
Friday-23-02-2018,TRAIN,2018-02-23 03:15:00,SQL Injection,SQL Injection,0.0064102564102564
Friday-23-02-2018,TRAIN,2018-02-23 09:17:00,Brute Force -Web,Brute Force -Web,0.0008064516129032
Friday-23-02-2018,TRAIN,2018-02-23 09:57:00,Brute Force -Web,Brute Force -Web,0.000870322019147
Friday-23-02-2018,TRAIN,2018-02-23 10:02:30,Brute Force -Web,Brute Force -Web,0.0036764705882352
Friday-23-02-2018,TRAIN,2018-02-23 10:04:00,Brute Force -Web,Brute Force -Web,0.0005929439667951
Friday-23-02-2018,TRAIN,2018-02-23 10:07:00,Brute Force -Web,Brute Force -Web,0.0067643742953776
Friday-23-02-2018,TRAIN,2018-02-23 10:08:00,Brute Force -Web,Brute Force -Web,0.007502679528403
Friday-23-02-2018,TRAIN,2018-02-23 10:11:00,Brute Force -Web,Brute Force -Web,0.0115163147792706
Friday-23-02-2018,TRAIN,2018-02-23 10:20:30,Brute Force -Web,Brute Force -Web,0.0069252077562326
Friday-23-02-2018,TRAIN,2018-02-23 10:21:30,Brute Force -Web,Brute Force -Web,0.0064
Friday-23-02-2018,TRAIN,2018-02-23 10:23:30,Brute Force -Web,Brute Force -Web,0.0112781954887218
Friday-23-02-2018,TRAIN,2018-02-23 10:27:00,Brute Force -Web,Brute Force -Web,0.0068965517241379
Friday-23-02-2018,TRAIN,2018-02-23 10:29:00,Brute Force -Web,Brute Force -Web,0.0070821529745042
Friday-23-02-2018,TRAIN,2018-02-23 10:30:00,Brute Force -Web,Brute Force -Web,0.0038080731150038
Friday-23-02-2018,TRAIN,2018-02-23 10:33:00,Brute Force -Web,Brute Force -Web,0.0044150110375275
Friday-23-02-2018,TRAIN,2018-02-23 10:38:30,Brute Force -Web,Brute Force -Web,0.0112866817155756
Friday-23-02-2018,TRAIN,2018-02-23 10:43:30,Brute Force -Web,Brute Force -Web,0.0046565774155995
Friday-23-02-2018,TRAIN,2018-02-23 10:45:30,Brute Force -Web,Brute Force -Web,0.0057937427578215
Friday-23-02-2018,TRAIN,2018-02-23 10:46:30,Brute Force -Web,Brute Force -Web,0.0041637751561415
Friday-23-02-2018,TRAIN,2018-02-23 10:51:00,Brute Force -Web,Brute Force -Web,0.0042826552462526
Friday-23-02-2018,TRAIN,2018-02-23 10:52:00,Brute Force -Web,Brute Force -Web,0.0085959885386819
Friday-23-02-2018,TRAIN,2018-02-23 10:55:00,Brute Force -Web,Brute Force -Web,0.0042016806722689
Friday-23-02-2018,TRAIN,2018-02-23 11:02:30,Brute Force -Web,Brute Force -Web,0.0022805017103762
Thuesday-20-02-2018,TRAIN,2018-02-20 01:14:00,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.0039243667499108
Thuesday-20-02-2018,TRAIN,2018-02-20 01:16:00,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.003271375464684
Thuesday-20-02-2018,TRAIN,2018-02-20 01:18:00,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.0036369934187738
Thuesday-20-02-2018,TRAIN,2018-02-20 01:20:00,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.0031157270029673
Thuesday-20-02-2018,TRAIN,2018-02-20 01:22:00,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.0034334763948497
Thuesday-20-02-2018,TRAIN,2018-02-20 01:24:00,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.0031402103940964
Thuesday-20-02-2018,TRAIN,2018-02-20 01:26:00,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.0036317414200108
Thuesday-20-02-2018,TRAIN,2018-02-20 01:28:00,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.0024943876278373
Thuesday-20-02-2018,TRAIN,2018-02-20 10:13:30,DDoS attacks-LOIC-HTTP,DDoS attacks-LOIC-HTTP,0.0199876998769987
Thursday-01-03-2018,TEST,2018-03-01 02:00:00,Infilteration,Infilteration,0.6989247311827957
Thursday-01-03-2018,TEST,2018-03-01 09:57:00,Infilteration,Infilteration,0.4411302982731554
Thursday-15-02-2018,TRAIN,2018-02-15 09:27:30,DoS attacks-GoldenEye,DoS attacks-GoldenEye,0.3178468439602691
Thursday-15-02-2018,TRAIN,2018-02-15 09:37:30,DoS attacks-GoldenEye,DoS attacks-GoldenEye,0.5817978782802904
Thursday-15-02-2018,TRAIN,2018-02-15 09:49:00,DoS attacks-GoldenEye,DoS attacks-GoldenEye,0.3866837387964149
Thursday-15-02-2018,TRAIN,2018-02-15 10:02:30,DoS attacks-GoldenEye,DoS attacks-GoldenEye,0.0020408163265306
Thursday-15-02-2018,TRAIN,2018-02-15 11:00:00,DoS attacks-Slowloris,DoS attacks-Slowloris,0.3134851138353765
Thursday-22-02-2018,TRAIN,2018-02-22 01:51:30,Brute Force -XSS,Brute Force -XSS,0.0021754894851341
Thursday-22-02-2018,TRAIN,2018-02-22 01:52:30,Brute Force -XSS,Brute Force -XSS|SQL Injection,0.0011813349084465
Thursday-22-02-2018,TRAIN,2018-02-22 01:55:00,Brute Force -XSS,Brute Force -XSS,0.0016891891891891
Thursday-22-02-2018,TRAIN,2018-02-22 01:56:00,Brute Force -XSS,Brute Force -XSS,0.0016920473773265
Thursday-22-02-2018,TRAIN,2018-02-22 01:57:00,Brute Force -XSS,Brute Force -XSS,0.002677376171352
Thursday-22-02-2018,TRAIN,2018-02-22 01:58:00,Brute Force -XSS,Brute Force -XSS,0.0011305822498586
Thursday-22-02-2018,TRAIN,2018-02-22 01:59:00,Brute Force -XSS,Brute Force -XSS,0.0017497812773403
Thursday-22-02-2018,TRAIN,2018-02-22 02:00:00,Brute Force -XSS,Brute Force -XSS,0.0011160714285714
Thursday-22-02-2018,TRAIN,2018-02-22 02:01:00,Brute Force -XSS,Brute Force -XSS,0.0018450184501845
Thursday-22-02-2018,TRAIN,2018-02-22 02:02:30,Brute Force -XSS,Brute Force -XSS,0.0033898305084745
Thursday-22-02-2018,TRAIN,2018-02-22 02:03:30,Brute Force -XSS,Brute Force -XSS,0.0049875311720698
Thursday-22-02-2018,TRAIN,2018-02-22 02:04:30,Brute Force -XSS,Brute Force -XSS,0.002
Thursday-22-02-2018,TRAIN,2018-02-22 02:05:30,Brute Force -XSS,Brute Force -XSS,0.0036697247706422
Thursday-22-02-2018,TRAIN,2018-02-22 02:06:30,Brute Force -XSS,Brute Force -XSS,0.0019801980198019
Thursday-22-02-2018,TRAIN,2018-02-22 02:07:30,Brute Force -XSS,Brute Force -XSS,0.0034722222222222
Thursday-22-02-2018,TRAIN,2018-02-22 02:08:30,Brute Force -XSS,Brute Force -XSS,0.0042105263157894
Thursday-22-02-2018,TRAIN,2018-02-22 02:09:30,Brute Force -XSS,Brute Force -XSS,0.0023557126030624
Thursday-22-02-2018,TRAIN,2018-02-22 02:10:30,Brute Force -XSS,Brute Force -XSS,0.0024691358024691
Thursday-22-02-2018,TRAIN,2018-02-22 02:11:30,Brute Force -XSS,Brute Force -XSS,0.0037383177570093
Thursday-22-02-2018,TRAIN,2018-02-22 02:12:30,Brute Force -XSS,Brute Force -XSS,0.0038461538461538
Thursday-22-02-2018,TRAIN,2018-02-22 02:13:30,Brute Force -XSS,Brute Force -XSS,0.0009770395701025
Thursday-22-02-2018,TRAIN,2018-02-22 02:14:30,Brute Force -XSS,Brute Force -XSS,0.0030911901081916
Thursday-22-02-2018,TRAIN,2018-02-22 02:15:30,Brute Force -XSS,Brute Force -XSS,0.0015527950310559
Thursday-22-02-2018,TRAIN,2018-02-22 02:16:30,Brute Force -XSS,Brute Force -XSS,0.0021978021978021
Thursday-22-02-2018,TRAIN,2018-02-22 02:17:30,Brute Force -XSS,Brute Force -XSS,0.003584229390681
Thursday-22-02-2018,TRAIN,2018-02-22 02:18:30,Brute Force -XSS,Brute Force -XSS,0.0015600624024961
Thursday-22-02-2018,TRAIN,2018-02-22 02:19:30,Brute Force -XSS,Brute Force -XSS,0.0023094688221709
Thursday-22-02-2018,TRAIN,2018-02-22 02:20:30,Brute Force -XSS,Brute Force -XSS,0.0025673940949935
Thursday-22-02-2018,TRAIN,2018-02-22 02:21:30,Brute Force -XSS,Brute Force -XSS,0.0034965034965034
Thursday-22-02-2018,TRAIN,2018-02-22 02:22:30,Brute Force -XSS,Brute Force -XSS,0.0015748031496062
Thursday-22-02-2018,TRAIN,2018-02-22 02:23:30,Brute Force -XSS,Brute Force -XSS,0.0037453183520599
Thursday-22-02-2018,TRAIN,2018-02-22 02:24:30,Brute Force -XSS,Brute Force -XSS,0.0026954177897574
Thursday-22-02-2018,TRAIN,2018-02-22 02:25:30,Brute Force -XSS,Brute Force -XSS,0.0036363636363636
Thursday-22-02-2018,TRAIN,2018-02-22 02:26:30,Brute Force -XSS,Brute Force -XSS,0.0031746031746031
Thursday-22-02-2018,TRAIN,2018-02-22 02:27:30,Brute Force -XSS,Brute Force -XSS,0.0046620046620046
Thursday-22-02-2018,TRAIN,2018-02-22 02:28:30,Brute Force -XSS,Brute Force -XSS,0.003610108303249
Thursday-22-02-2018,TRAIN,2018-02-22 04:14:30,SQL Injection,SQL Injection,0.0065573770491803
Thursday-22-02-2018,TRAIN,2018-02-22 04:16:30,SQL Injection,SQL Injection,0.0052219321148825
Thursday-22-02-2018,TRAIN,2018-02-22 04:22:00,SQL Injection,SQL Injection,0.0036764705882352
Thursday-22-02-2018,TRAIN,2018-02-22 04:24:30,SQL Injection,SQL Injection,0.0012165450121654
Thursday-22-02-2018,TRAIN,2018-02-22 04:27:30,SQL Injection,SQL Injection,0.0019230769230769
Thursday-22-02-2018,TRAIN,2018-02-22 10:13:30,Brute Force -Web,Brute Force -Web,0.010515247108307
Thursday-22-02-2018,TRAIN,2018-02-22 10:15:30,Brute Force -Web,Brute Force -Web,0.0026548672566371
Thursday-22-02-2018,TRAIN,2018-02-22 10:17:30,Brute Force -Web,Brute Force -Web,0.0046189376443418
Thursday-22-02-2018,TRAIN,2018-02-22 10:19:00,Brute Force -Web,Brute Force -Web,0.0037735849056603
Thursday-22-02-2018,TRAIN,2018-02-22 10:20:00,Brute Force -Web,Brute Force -Web,0.0033557046979865
Thursday-22-02-2018,TRAIN,2018-02-22 10:21:00,Brute Force -Web,Brute Force -Web,0.0074766355140186
Thursday-22-02-2018,TRAIN,2018-02-22 10:22:00,Brute Force -Web,Brute Force -Web,0.0037383177570093
Thursday-22-02-2018,TRAIN,2018-02-22 10:23:00,Brute Force -Web,Brute Force -Web,0.0029354207436399
Thursday-22-02-2018,TRAIN,2018-02-22 10:24:00,Brute Force -Web,Brute Force -Web,0.0008615738081562
Thursday-22-02-2018,TRAIN,2018-02-22 10:25:00,Brute Force -Web,Brute Force -Web,0.0026478375992939
Thursday-22-02-2018,TRAIN,2018-02-22 10:26:00,Brute Force -Web,Brute Force -Web,0.0046838407494145
Thursday-22-02-2018,TRAIN,2018-02-22 10:27:00,Brute Force -Web,Brute Force -Web,0.0046783625730994
Thursday-22-02-2018,TRAIN,2018-02-22 10:28:00,Brute Force -Web,Brute Force -Web,0.0048780487804878
Thursday-22-02-2018,TRAIN,2018-02-22 10:29:00,Brute Force -Web,Brute Force -Web,0.0031914893617021
Thursday-22-02-2018,TRAIN,2018-02-22 10:31:30,Brute Force -Web,Brute Force -Web,0.0039682539682539
Thursday-22-02-2018,TRAIN,2018-02-22 10:32:30,Brute Force -Web,Brute Force -Web,0.0036144578313253
Thursday-22-02-2018,TRAIN,2018-02-22 10:33:30,Brute Force -Web,Brute Force -Web,0.0030864197530864
Thursday-22-02-2018,TRAIN,2018-02-22 10:34:30,Brute Force -Web,Brute Force -Web,0.0042857142857142
Thursday-22-02-2018,TRAIN,2018-02-22 10:35:30,Brute Force -Web,Brute Force -Web,0.0048899755501222
Thursday-22-02-2018,TRAIN,2018-02-22 10:36:30,Brute Force -Web,Brute Force -Web,0.003671970624235
Thursday-22-02-2018,TRAIN,2018-02-22 10:37:30,Brute Force -Web,Brute Force -Web,0.0008917954815695
Thursday-22-02-2018,TRAIN,2018-02-22 10:38:30,Brute Force -Web,Brute Force -Web,0.0019788918205804
Thursday-22-02-2018,TRAIN,2018-02-22 10:39:30,Brute Force -Web,Brute Force -Web,0.0013863216266173
Thursday-22-02-2018,TRAIN,2018-02-22 10:40:30,Brute Force -Web,Brute Force -Web,0.0024953212726138
Thursday-22-02-2018,TRAIN,2018-02-22 10:41:30,Brute Force -Web,Brute Force -Web,0.0034682080924855
Thursday-22-02-2018,TRAIN,2018-02-22 10:44:00,Brute Force -Web,Brute Force -Web,0.0015022533800701
Thursday-22-02-2018,TRAIN,2018-02-22 10:45:00,Brute Force -Web,Brute Force -Web,0.0046583850931677
Thursday-22-02-2018,TRAIN,2018-02-22 10:46:00,Brute Force -Web,Brute Force -Web,0.0026385224274406
Thursday-22-02-2018,TRAIN,2018-02-22 10:47:00,Brute Force -Web,Brute Force -Web,0.0030549898167006
Thursday-22-02-2018,TRAIN,2018-02-22 10:48:00,Brute Force -Web,Brute Force -Web,0.0044052863436123
Thursday-22-02-2018,TRAIN,2018-02-22 10:49:00,Brute Force -Web,Brute Force -Web,0.0032715376226826
Thursday-22-02-2018,TRAIN,2018-02-22 10:50:00,Brute Force -Web,Brute Force -Web,0.0067796610169491
Thursday-22-02-2018,TRAIN,2018-02-22 10:51:00,Brute Force -Web,Brute Force -Web,0.001233045622688
Thursday-22-02-2018,TRAIN,2018-02-22 10:52:00,Brute Force -Web,Brute Force -Web,0.0030549898167006
Thursday-22-02-2018,TRAIN,2018-02-22 10:53:00,Brute Force -Web,Brute Force -Web,0.0024906600249066
Thursday-22-02-2018,TRAIN,2018-02-22 10:54:00,Brute Force -Web,Brute Force -Web,0.0033726812816188
Thursday-22-02-2018,TRAIN,2018-02-22 10:55:00,Brute Force -Web,Brute Force -Web,0.0019569471624266
Thursday-22-02-2018,TRAIN,2018-02-22 10:56:00,Brute Force -Web,Brute Force -Web,0.0026631158455392
Thursday-22-02-2018,TRAIN,2018-02-22 10:57:00,Brute Force -Web,Brute Force -Web,0.0035242290748898
Thursday-22-02-2018,TRAIN,2018-02-22 10:58:00,Brute Force -Web,Brute Force -Web,0.0028228652081863
Thursday-22-02-2018,TRAIN,2018-02-22 10:59:00,Brute Force -Web,Brute Force -Web,0.0032706459525756
Thursday-22-02-2018,TRAIN,2018-02-22 11:00:00,Brute Force -Web,Brute Force -Web,0.0021186440677966
Thursday-22-02-2018,TRAIN,2018-02-22 11:01:00,Brute Force -Web,Brute Force -Web,0.0026578073089701
Thursday-22-02-2018,TRAIN,2018-02-22 11:02:00,Brute Force -Web,Brute Force -Web,0.0048250904704463
Thursday-22-02-2018,TRAIN,2018-02-22 11:03:30,Brute Force -Web,Brute Force -Web,0.0032
Thursday-22-02-2018,TRAIN,2018-02-22 11:04:30,Brute Force -Web,Brute Force -Web,0.0007716049382716
Thursday-22-02-2018,TRAIN,2018-02-22 11:05:30,Brute Force -Web,Brute Force -Web,0.0013888888888888
Thursday-22-02-2018,TRAIN,2018-02-22 11:06:30,Brute Force -Web,Brute Force -Web,0.0025173064820641
Thursday-22-02-2018,TRAIN,2018-02-22 11:07:30,Brute Force -Web,Brute Force -Web,0.0019960079840319
Thursday-22-02-2018,TRAIN,2018-02-22 11:08:30,Brute Force -Web,Brute Force -Web,0.0038058991436726
Thursday-22-02-2018,TRAIN,2018-02-22 11:09:30,Brute Force -Web,Brute Force -Web|SQL Injection,0.0025078369905956
Thursday-22-02-2018,TRAIN,2018-02-22 11:10:30,Brute Force -Web,Brute Force -Web,0.0046893317702227
Thursday-22-02-2018,TRAIN,2018-02-22 11:11:30,Brute Force -Web,Brute Force -Web,0.0016077170418006
Thursday-22-02-2018,TRAIN,2018-02-22 11:12:30,Brute Force -Web,Brute Force -Web,0.0029970029970029
Thursday-22-02-2018,TRAIN,2018-02-22 11:13:30,Brute Force -Web,Brute Force -Web,0.0027272727272727
Thursday-22-02-2018,TRAIN,2018-02-22 11:17:00,Brute Force -Web,Brute Force -Web,0.0044444444444444
Thursday-22-02-2018,TRAIN,2018-02-22 11:18:00,Brute Force -Web,Brute Force -Web,0.001339584728734
Thursday-22-02-2018,TRAIN,2018-02-22 11:19:00,Brute Force -Web,Brute Force -Web,0.0050761421319796
Thursday-22-02-2018,TRAIN,2018-02-22 11:20:00,Brute Force -Web,Brute Force -Web,0.0041279669762641
Thursday-22-02-2018,TRAIN,2018-02-22 11:21:00,Brute Force -Web,Brute Force -Web,0.0019120458891013
Thursday-22-02-2018,TRAIN,2018-02-22 11:22:00,Brute Force -Web,Brute Force -Web,0.0033030553261767
Thursday-22-02-2018,TRAIN,2018-02-22 11:23:00,Brute Force -Web,Brute Force -Web,0.0022988505747126
Wednesday-14-02-2018,TRAIN,2018-02-14 02:01:00,SSH-Bruteforce,SSH-Bruteforce,0.0793650793650793
Wednesday-14-02-2018,TRAIN,2018-02-14 10:33:00,FTP-BruteForce,FTP-BruteForce,0.1016088060965283
Wednesday-28-02-2018,VALIDATION,2018-02-28 01:42:00,Infilteration,Infilteration,0.4327666151468315
Wednesday-28-02-2018,VALIDATION,2018-02-28 10:50:00,Infilteration,Infilteration,0.3491850859566867
