Source_File,Split,Episode_ID,Start,End,Duration_Windows,Duration_Seconds
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,13,2018-02-23 01:19:00,2018-02-23 01:19:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,14,2018-02-23 01:20:00,2018-02-23 01:20:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,15,2018-02-23 01:21:00,2018-02-23 01:21:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,16,2018-02-23 01:22:00,2018-02-23 01:22:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,17,2018-02-23 01:23:00,2018-02-23 01:23:30,2,60
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,18,2018-02-23 01:24:30,2018-02-23 01:24:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,19,2018-02-23 01:25:30,2018-02-23 01:25:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,20,2018-02-23 01:26:30,2018-02-23 01:26:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,21,2018-02-23 01:27:30,2018-02-23 01:27:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,22,2018-02-23 01:28:30,2018-02-23 01:28:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,23,2018-02-23 01:29:30,2018-02-23 01:29:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,24,2018-02-23 01:30:30,2018-02-23 01:30:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,25,2018-02-23 01:31:30,2018-02-23 01:31:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,26,2018-02-23 01:32:30,2018-02-23 01:32:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,27,2018-02-23 01:33:30,2018-02-23 01:33:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,28,2018-02-23 01:34:30,2018-02-23 01:34:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,29,2018-02-23 01:35:30,2018-02-23 01:36:00,2,60
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,30,2018-02-23 01:37:00,2018-02-23 01:37:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,31,2018-02-23 01:38:00,2018-02-23 01:38:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,32,2018-02-23 01:39:00,2018-02-23 01:39:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,33,2018-02-23 01:40:00,2018-02-23 01:40:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,34,2018-02-23 01:41:00,2018-02-23 01:42:00,3,90
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,35,2018-02-23 01:43:00,2018-02-23 01:43:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,36,2018-02-23 01:44:00,2018-02-23 01:44:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,37,2018-02-23 01:45:00,2018-02-23 01:45:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,38,2018-02-23 01:46:00,2018-02-23 01:46:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,39,2018-02-23 01:47:00,2018-02-23 01:47:30,2,60
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,40,2018-02-23 01:48:30,2018-02-23 01:48:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,41,2018-02-23 01:49:30,2018-02-23 01:49:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,42,2018-02-23 01:50:30,2018-02-23 01:50:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,43,2018-02-23 01:51:30,2018-02-23 01:51:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,44,2018-02-23 01:52:30,2018-02-23 01:52:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,45,2018-02-23 01:53:30,2018-02-23 01:53:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,46,2018-02-23 01:54:30,2018-02-23 01:54:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,47,2018-02-23 01:55:30,2018-02-23 01:55:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,48,2018-02-23 01:56:30,2018-02-23 01:56:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,49,2018-02-23 01:57:30,2018-02-23 01:57:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,50,2018-02-23 01:58:30,2018-02-23 01:59:00,2,60
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,51,2018-02-23 02:00:00,2018-02-23 02:00:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,52,2018-02-23 02:01:00,2018-02-23 02:01:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,53,2018-02-23 02:02:00,2018-02-23 02:02:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,54,2018-02-23 02:03:00,2018-02-23 02:03:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,55,2018-02-23 02:04:00,2018-02-23 02:04:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,56,2018-02-23 02:05:00,2018-02-23 02:06:00,3,90
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,57,2018-02-23 02:07:00,2018-02-23 02:07:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,58,2018-02-23 02:08:00,2018-02-23 02:08:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,59,2018-02-23 02:09:00,2018-02-23 02:09:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,60,2018-02-23 02:10:00,2018-02-23 02:10:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,61,2018-02-23 03:05:00,2018-02-23 03:06:30,4,120
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,62,2018-02-23 03:08:00,2018-02-23 03:09:00,3,90
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,63,2018-02-23 03:12:00,2018-02-23 03:13:30,4,120
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,64,2018-02-23 03:15:00,2018-02-23 03:17:00,5,150
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,65,2018-02-23 09:17:00,2018-02-23 09:17:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,66,2018-02-23 09:57:00,2018-02-23 09:57:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,67,2018-02-23 10:02:30,2018-02-23 10:03:00,2,60
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,68,2018-02-23 10:04:00,2018-02-23 10:06:00,5,150
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,69,2018-02-23 10:07:00,2018-02-23 10:07:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,70,2018-02-23 10:08:00,2018-02-23 10:10:00,5,150
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,71,2018-02-23 10:11:00,2018-02-23 10:19:30,18,540
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,72,2018-02-23 10:20:30,2018-02-23 10:20:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,73,2018-02-23 10:21:30,2018-02-23 10:22:30,3,90
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,74,2018-02-23 10:23:30,2018-02-23 10:26:00,6,180
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,75,2018-02-23 10:27:00,2018-02-23 10:28:00,3,90
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,76,2018-02-23 10:29:00,2018-02-23 10:29:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,77,2018-02-23 10:30:00,2018-02-23 10:32:00,5,150
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,78,2018-02-23 10:33:00,2018-02-23 10:37:30,10,300
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,79,2018-02-23 10:38:30,2018-02-23 10:42:30,9,270
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,80,2018-02-23 10:43:30,2018-02-23 10:44:30,3,90
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,81,2018-02-23 10:45:30,2018-02-23 10:45:30,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,82,2018-02-23 10:46:30,2018-02-23 10:50:00,8,240
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,83,2018-02-23 10:51:00,2018-02-23 10:51:00,1,30
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,84,2018-02-23 10:52:00,2018-02-23 10:54:00,5,150
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,85,2018-02-23 10:55:00,2018-02-23 11:01:30,14,420
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,86,2018-02-23 11:02:30,2018-02-23 11:02:30,1,30
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,1,2018-02-20 01:14:00,2018-02-20 01:15:00,3,90
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2,2018-02-20 01:16:00,2018-02-20 01:17:00,3,90
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,3,2018-02-20 01:18:00,2018-02-20 01:19:00,3,90
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,4,2018-02-20 01:20:00,2018-02-20 01:21:00,3,90
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,5,2018-02-20 01:22:00,2018-02-20 01:23:00,3,90
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,6,2018-02-20 01:24:00,2018-02-20 01:25:00,3,90
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,7,2018-02-20 01:26:00,2018-02-20 01:27:00,3,90
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,8,2018-02-20 01:28:00,2018-02-20 01:29:00,3,90
Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,9,2018-02-20 10:13:30,2018-02-20 11:16:30,127,3810
Thursday-01-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,TEST,1,2018-03-01 02:00:00,2018-03-01 03:36:30,194,5820
Thursday-01-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,TEST,2,2018-03-01 09:57:00,2018-03-01 10:54:30,116,3480
Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,1,2018-02-15 09:27:30,2018-02-15 09:31:00,8,240
Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2,2018-02-15 09:37:30,2018-02-15 09:40:30,7,210
Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,3,2018-02-15 09:49:00,2018-02-15 09:57:00,17,510
Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,4,2018-02-15 10:02:30,2018-02-15 10:02:30,1,30
Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,5,2018-02-15 11:00:00,2018-02-15 11:42:00,85,2550
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,1,2018-02-22 01:51:30,2018-02-22 01:51:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2,2018-02-22 01:52:30,2018-02-22 01:54:00,4,120
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,3,2018-02-22 01:55:00,2018-02-22 01:55:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,4,2018-02-22 01:56:00,2018-02-22 01:56:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,5,2018-02-22 01:57:00,2018-02-22 01:57:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,6,2018-02-22 01:58:00,2018-02-22 01:58:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,7,2018-02-22 01:59:00,2018-02-22 01:59:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,8,2018-02-22 02:00:00,2018-02-22 02:00:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,9,2018-02-22 02:01:00,2018-02-22 02:01:30,2,60
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,10,2018-02-22 02:02:30,2018-02-22 02:02:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,11,2018-02-22 02:03:30,2018-02-22 02:03:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,12,2018-02-22 02:04:30,2018-02-22 02:04:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,13,2018-02-22 02:05:30,2018-02-22 02:05:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,14,2018-02-22 02:06:30,2018-02-22 02:06:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,15,2018-02-22 02:07:30,2018-02-22 02:07:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,16,2018-02-22 02:08:30,2018-02-22 02:08:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,17,2018-02-22 02:09:30,2018-02-22 02:09:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,18,2018-02-22 02:10:30,2018-02-22 02:10:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,19,2018-02-22 02:11:30,2018-02-22 02:11:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,20,2018-02-22 02:12:30,2018-02-22 02:12:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,21,2018-02-22 02:13:30,2018-02-22 02:13:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,22,2018-02-22 02:14:30,2018-02-22 02:14:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,23,2018-02-22 02:15:30,2018-02-22 02:15:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,24,2018-02-22 02:16:30,2018-02-22 02:16:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,25,2018-02-22 02:17:30,2018-02-22 02:17:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,26,2018-02-22 02:18:30,2018-02-22 02:18:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,27,2018-02-22 02:19:30,2018-02-22 02:19:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,28,2018-02-22 02:20:30,2018-02-22 02:20:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,29,2018-02-22 02:21:30,2018-02-22 02:21:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,30,2018-02-22 02:22:30,2018-02-22 02:22:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,31,2018-02-22 02:23:30,2018-02-22 02:23:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,32,2018-02-22 02:24:30,2018-02-22 02:24:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,33,2018-02-22 02:25:30,2018-02-22 02:25:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,34,2018-02-22 02:26:30,2018-02-22 02:26:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,35,2018-02-22 02:27:30,2018-02-22 02:27:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,36,2018-02-22 02:28:30,2018-02-22 02:28:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,37,2018-02-22 04:14:30,2018-02-22 04:14:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,38,2018-02-22 04:16:30,2018-02-22 04:20:30,9,270
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,39,2018-02-22 04:22:00,2018-02-22 04:22:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,40,2018-02-22 04:24:30,2018-02-22 04:24:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,41,2018-02-22 04:27:30,2018-02-22 04:27:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,42,2018-02-22 10:13:30,2018-02-22 10:14:00,2,60
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,43,2018-02-22 10:15:30,2018-02-22 10:15:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,44,2018-02-22 10:17:30,2018-02-22 10:18:00,2,60
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,45,2018-02-22 10:19:00,2018-02-22 10:19:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,46,2018-02-22 10:20:00,2018-02-22 10:20:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,47,2018-02-22 10:21:00,2018-02-22 10:21:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,48,2018-02-22 10:22:00,2018-02-22 10:22:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,49,2018-02-22 10:23:00,2018-02-22 10:23:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,50,2018-02-22 10:24:00,2018-02-22 10:24:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,51,2018-02-22 10:25:00,2018-02-22 10:25:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,52,2018-02-22 10:26:00,2018-02-22 10:26:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,53,2018-02-22 10:27:00,2018-02-22 10:27:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,54,2018-02-22 10:28:00,2018-02-22 10:28:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,55,2018-02-22 10:29:00,2018-02-22 10:30:30,4,120
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,56,2018-02-22 10:31:30,2018-02-22 10:31:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,57,2018-02-22 10:32:30,2018-02-22 10:32:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,58,2018-02-22 10:33:30,2018-02-22 10:33:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,59,2018-02-22 10:34:30,2018-02-22 10:34:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,60,2018-02-22 10:35:30,2018-02-22 10:35:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,61,2018-02-22 10:36:30,2018-02-22 10:36:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,62,2018-02-22 10:37:30,2018-02-22 10:37:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,63,2018-02-22 10:38:30,2018-02-22 10:38:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,64,2018-02-22 10:39:30,2018-02-22 10:39:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,65,2018-02-22 10:40:30,2018-02-22 10:40:30,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,66,2018-02-22 10:41:30,2018-02-22 10:43:00,4,120
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,67,2018-02-22 10:44:00,2018-02-22 10:44:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,68,2018-02-22 10:45:00,2018-02-22 10:45:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,69,2018-02-22 10:46:00,2018-02-22 10:46:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,70,2018-02-22 10:47:00,2018-02-22 10:47:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,71,2018-02-22 10:48:00,2018-02-22 10:48:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,72,2018-02-22 10:49:00,2018-02-22 10:49:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,73,2018-02-22 10:50:00,2018-02-22 10:50:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,74,2018-02-22 10:51:00,2018-02-22 10:51:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,75,2018-02-22 10:52:00,2018-02-22 10:52:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,76,2018-02-22 10:53:00,2018-02-22 10:53:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,77,2018-02-22 10:54:00,2018-02-22 10:54:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,78,2018-02-22 10:55:00,2018-02-22 10:55:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,79,2018-02-22 10:56:00,2018-02-22 10:56:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,80,2018-02-22 10:57:00,2018-02-22 10:57:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,81,2018-02-22 10:58:00,2018-02-22 10:58:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,82,2018-02-22 10:59:00,2018-02-22 10:59:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,83,2018-02-22 11:00:00,2018-02-22 11:00:00,1,30
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,84,2018-02-22 11:01:00,2018-02-22 11:01:00,1,30
