Source_File,Target_Window,Split,Target_Attack,Target_Attack_Ratio,Prev_Target,Transition,Valid_30s_Transition,Future_Attack_t+1,Future_Ratio_t+1,Future_Attack_t+2,Future_Ratio_t+2,Future_Attack_t+3,Future_Ratio_t+3,Future_Attack_t+4,Future_Ratio_t+4,Future_Attack_t+5,Future_Ratio_t+5
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:12:00,TEST,1,0.29004329004329,1.0,1->1,True,1,0.29004329004329,1.0,0.366120218579235,1.0,0.4166666666666667,1.0,0.46286701208981,1.0,0.4508474576271186
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:12:30,TEST,1,0.366120218579235,1.0,1->1,True,1,0.366120218579235,1.0,0.4166666666666667,1.0,0.46286701208981,1.0,0.4508474576271186,1.0,0.45
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:13:00,TEST,1,0.4166666666666667,1.0,1->1,True,1,0.4166666666666667,1.0,0.46286701208981,1.0,0.4508474576271186,1.0,0.45,1.0,0.3337515683814304
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:13:30,TEST,1,0.46286701208981,1.0,1->1,True,1,0.46286701208981,1.0,0.4508474576271186,1.0,0.45,1.0,0.3337515683814304,1.0,0.3513870541611625
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:14:00,TEST,1,0.4508474576271186,1.0,1->1,True,1,0.4508474576271186,1.0,0.45,1.0,0.3337515683814304,1.0,0.3513870541611625,1.0,0.4116743471582181
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:14:30,TEST,1,0.45,1.0,1->1,True,1,0.45,1.0,0.3337515683814304,1.0,0.3513870541611625,1.0,0.4116743471582181,1.0,0.1850828729281768
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:15:00,TEST,1,0.3337515683814304,1.0,1->1,True,1,0.3337515683814304,1.0,0.3513870541611625,1.0,0.4116743471582181,1.0,0.1850828729281768,1.0,0.2957283680175246
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:15:30,TEST,1,0.3513870541611625,1.0,1->1,True,1,0.3513870541611625,1.0,0.4116743471582181,1.0,0.1850828729281768,1.0,0.2957283680175246,1.0,0.36
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:16:00,TEST,1,0.4116743471582181,1.0,1->1,True,1,0.4116743471582181,1.0,0.1850828729281768,1.0,0.2957283680175246,1.0,0.36,1.0,0.3923303834808259
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:16:30,TEST,1,0.1850828729281768,1.0,1->1,True,1,0.1850828729281768,1.0,0.2957283680175246,1.0,0.36,1.0,0.3923303834808259,1.0,0.335
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:17:00,TEST,1,0.2957283680175246,1.0,1->1,True,1,0.2957283680175246,1.0,0.36,1.0,0.3923303834808259,1.0,0.335,1.0,0.4508474576271186
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:17:30,TEST,1,0.36,1.0,1->1,True,1,0.36,1.0,0.3923303834808259,1.0,0.335,1.0,0.4508474576271186,1.0,0.3633879781420765
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:18:00,TEST,1,0.3923303834808259,1.0,1->1,True,1,0.3923303834808259,1.0,0.335,1.0,0.4508474576271186,1.0,0.3633879781420765,1.0,0.3873744619799139
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:18:30,TEST,1,0.335,1.0,1->1,True,1,0.335,1.0,0.4508474576271186,1.0,0.3633879781420765,1.0,0.3873744619799139,1.0,0.3444730077120823
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:19:00,TEST,1,0.4508474576271186,1.0,1->1,True,1,0.4508474576271186,1.0,0.3633879781420765,1.0,0.3873744619799139,1.0,0.3444730077120823,1.0,0.3213429256594724
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:19:30,TEST,1,0.3633879781420765,1.0,1->1,True,1,0.3633879781420765,1.0,0.3873744619799139,1.0,0.3444730077120823,1.0,0.3213429256594724,1.0,0.4333868378812199
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:20:00,TEST,1,0.3873744619799139,1.0,1->1,True,1,0.3873744619799139,1.0,0.3444730077120823,1.0,0.3213429256594724,1.0,0.4333868378812199,1.0,0.3964232488822652
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:20:30,TEST,1,0.3444730077120823,1.0,1->1,True,1,0.3444730077120823,1.0,0.3213429256594724,1.0,0.4333868378812199,1.0,0.3964232488822652,1.0,0.4180967238689547
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:21:00,TEST,1,0.3213429256594724,1.0,1->1,True,1,0.3213429256594724,1.0,0.4333868378812199,1.0,0.3964232488822652,1.0,0.4180967238689547,1.0,0.2649402390438247
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:21:30,TEST,1,0.4333868378812199,1.0,1->1,True,1,0.4333868378812199,1.0,0.3964232488822652,1.0,0.4180967238689547,1.0,0.2649402390438247,1.0,0.2915766738660907
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:22:00,TEST,1,0.3964232488822652,1.0,1->1,True,1,0.3964232488822652,1.0,0.4180967238689547,1.0,0.2649402390438247,1.0,0.2915766738660907,1.0,0.4375
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:22:30,TEST,1,0.4180967238689547,1.0,1->1,True,1,0.4180967238689547,1.0,0.2649402390438247,1.0,0.2915766738660907,1.0,0.4375,1.0,0.3826458036984352
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:23:00,TEST,1,0.2649402390438247,1.0,1->1,True,1,0.2649402390438247,1.0,0.2915766738660907,1.0,0.4375,1.0,0.3826458036984352,1.0,0.383737517831669
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:23:30,TEST,1,0.2915766738660907,1.0,1->1,True,1,0.2915766738660907,1.0,0.4375,1.0,0.3826458036984352,1.0,0.383737517831669,1.0,0.2745901639344262
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:24:00,TEST,1,0.4375,1.0,1->1,True,1,0.4375,1.0,0.3826458036984352,1.0,0.383737517831669,1.0,0.2745901639344262,1.0,0.1856452726017943
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:24:30,TEST,1,0.3826458036984352,1.0,1->1,True,1,0.3826458036984352,1.0,0.383737517831669,1.0,0.2745901639344262,1.0,0.1856452726017943,1.0,0.3240291262135922
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:25:00,TEST,1,0.383737517831669,1.0,1->1,True,1,0.383737517831669,1.0,0.2745901639344262,1.0,0.1856452726017943,1.0,0.3240291262135922,1.0,0.3512450851900393
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:25:30,TEST,1,0.2745901639344262,1.0,1->1,True,1,0.2745901639344262,1.0,0.1856452726017943,1.0,0.3240291262135922,1.0,0.3512450851900393,1.0,0.2575024201355276
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:26:00,TEST,1,0.1856452726017943,1.0,1->1,True,1,0.1856452726017943,1.0,0.3240291262135922,1.0,0.3512450851900393,1.0,0.2575024201355276,1.0,0.3350125944584383
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:26:30,TEST,1,0.3240291262135922,1.0,1->1,True,1,0.3240291262135922,1.0,0.3512450851900393,1.0,0.2575024201355276,1.0,0.3350125944584383,1.0,0.3370786516853932
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:27:00,TEST,1,0.3512450851900393,1.0,1->1,True,1,0.3512450851900393,1.0,0.2575024201355276,1.0,0.3350125944584383,1.0,0.3370786516853932,1.0,0.2614634146341463
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:27:30,TEST,1,0.2575024201355276,1.0,1->1,True,1,0.2575024201355276,1.0,0.3350125944584383,1.0,0.3370786516853932,1.0,0.2614634146341463,1.0,0.3923865300146413
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:28:00,TEST,1,0.3350125944584383,1.0,1->1,True,1,0.3350125944584383,1.0,0.3370786516853932,1.0,0.2614634146341463,1.0,0.3923865300146413,1.0,0.215780998389694
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:28:30,TEST,1,0.3370786516853932,1.0,1->1,True,1,0.3370786516853932,1.0,0.2614634146341463,1.0,0.3923865300146413,1.0,0.215780998389694,1.0,0.1647274954072259
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:29:00,TEST,1,0.2614634146341463,1.0,1->1,True,1,0.2614634146341463,1.0,0.3923865300146413,1.0,0.215780998389694,1.0,0.1647274954072259,1.0,0.3068965517241379
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:29:30,TEST,1,0.3923865300146413,1.0,1->1,True,1,0.3923865300146413,1.0,0.215780998389694,1.0,0.1647274954072259,1.0,0.3068965517241379,1.0,0.3477124183006536
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:30:00,TEST,1,0.215780998389694,1.0,1->1,True,1,0.215780998389694,1.0,0.1647274954072259,1.0,0.3068965517241379,1.0,0.3477124183006536,1.0,0.3229665071770335
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:30:30,TEST,1,0.1647274954072259,1.0,1->1,True,1,0.1647274954072259,1.0,0.3068965517241379,1.0,0.3477124183006536,1.0,0.3229665071770335,1.0,0.2652043868394815
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:31:00,TEST,1,0.3068965517241379,1.0,1->1,True,1,0.3068965517241379,1.0,0.3477124183006536,1.0,0.3229665071770335,1.0,0.2652043868394815,1.0,0.2951541850220264
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:31:30,TEST,1,0.3477124183006536,1.0,1->1,True,1,0.3477124183006536,1.0,0.3229665071770335,1.0,0.2652043868394815,1.0,0.2951541850220264,1.0,0.2931596091205212
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:32:00,TEST,1,0.3229665071770335,1.0,1->1,True,1,0.3229665071770335,1.0,0.2652043868394815,1.0,0.2951541850220264,1.0,0.2931596091205212,1.0,0.3232810615199035
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:32:30,TEST,1,0.2652043868394815,1.0,1->1,True,1,0.2652043868394815,1.0,0.2951541850220264,1.0,0.2931596091205212,1.0,0.3232810615199035,1.0,0.3213429256594724
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:33:00,TEST,1,0.2951541850220264,1.0,1->1,True,1,0.2951541850220264,1.0,0.2931596091205212,1.0,0.3232810615199035,1.0,0.3213429256594724,1.0,0.3175355450236967
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:33:30,TEST,1,0.2931596091205212,1.0,1->1,True,1,0.2931596091205212,1.0,0.3232810615199035,1.0,0.3213429256594724,1.0,0.3175355450236967,1.0,0.1463146314631463
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:34:00,TEST,1,0.3232810615199035,1.0,1->1,True,1,0.3232810615199035,1.0,0.3213429256594724,1.0,0.3175355450236967,1.0,0.1463146314631463,1.0,0.2884822389666308
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:34:30,TEST,1,0.3213429256594724,1.0,1->1,True,1,0.3213429256594724,1.0,0.3175355450236967,1.0,0.1463146314631463,1.0,0.2884822389666308,1.0,0.2325174825174825
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:35:00,TEST,1,0.3175355450236967,1.0,1->1,True,1,0.3175355450236967,1.0,0.1463146314631463,1.0,0.2884822389666308,1.0,0.2325174825174825,1.0,0.288153681963714
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:35:30,TEST,1,0.1463146314631463,1.0,1->1,True,1,0.1463146314631463,1.0,0.2884822389666308,1.0,0.2325174825174825,1.0,0.288153681963714,1.0,0.29004329004329
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:36:00,TEST,1,0.2884822389666308,1.0,1->1,True,1,0.2884822389666308,1.0,0.2325174825174825,1.0,0.288153681963714,1.0,0.29004329004329,1.0,0.2392857142857143
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:36:30,TEST,1,0.2325174825174825,1.0,1->1,True,1,0.2325174825174825,1.0,0.288153681963714,1.0,0.29004329004329,1.0,0.2392857142857143,1.0,0.2022641509433962
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:37:00,TEST,1,0.288153681963714,1.0,1->1,True,1,0.288153681963714,1.0,0.29004329004329,1.0,0.2392857142857143,1.0,0.2022641509433962,1.0,0.209140201394268
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:37:30,TEST,1,0.29004329004329,1.0,1->1,True,1,0.29004329004329,1.0,0.2392857142857143,1.0,0.2022641509433962,1.0,0.209140201394268,1.0,0.197752808988764
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:38:00,TEST,1,0.2392857142857143,1.0,1->1,True,1,0.2392857142857143,1.0,0.2022641509433962,1.0,0.209140201394268,1.0,0.197752808988764,1.0,0.2016553799849511
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:38:30,TEST,1,0.2022641509433962,1.0,1->1,True,1,0.2022641509433962,1.0,0.209140201394268,1.0,0.197752808988764,1.0,0.2016553799849511,1.0,0.3068181818181818
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:39:00,TEST,1,0.209140201394268,1.0,1->1,True,1,0.209140201394268,1.0,0.197752808988764,1.0,0.2016553799849511,1.0,0.3068181818181818,1.0,0.1760423560555923
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:39:30,TEST,1,0.197752808988764,1.0,1->1,True,1,0.197752808988764,1.0,0.2016553799849511,1.0,0.3068181818181818,1.0,0.1760423560555923,1.0,0.2561904761904762
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:40:00,TEST,1,0.2016553799849511,1.0,1->1,True,1,0.2016553799849511,1.0,0.3068181818181818,1.0,0.1760423560555923,1.0,0.2561904761904762,1.0,0.3396704689480355
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:40:30,TEST,1,0.3068181818181818,1.0,1->1,True,1,0.3068181818181818,1.0,0.1760423560555923,1.0,0.2561904761904762,1.0,0.3396704689480355,1.0,0.2662013958125623
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:41:00,TEST,1,0.1760423560555923,1.0,1->1,True,1,0.1760423560555923,1.0,0.2561904761904762,1.0,0.3396704689480355,1.0,0.2662013958125623,1.0,0.3337453646477132
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:41:30,TEST,1,0.2561904761904762,1.0,1->1,True,1,0.2561904761904762,1.0,0.3396704689480355,1.0,0.2662013958125623,1.0,0.3337453646477132,1.0,0.2101167315175097
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:42:00,TEST,1,0.3396704689480355,1.0,1->1,True,1,0.3396704689480355,1.0,0.2662013958125623,1.0,0.3337453646477132,1.0,0.2101167315175097,1.0,0.1949778434268833
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:42:30,TEST,1,0.2662013958125623,1.0,1->1,True,1,0.2662013958125623,1.0,0.3337453646477132,1.0,0.2101167315175097,1.0,0.1949778434268833,1.0,0.3152941176470588
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:43:00,TEST,1,0.3337453646477132,1.0,1->1,True,1,0.3337453646477132,1.0,0.2101167315175097,1.0,0.1949778434268833,1.0,0.3152941176470588,1.0,0.2602739726027397
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:43:30,TEST,1,0.2101167315175097,1.0,1->1,True,1,0.2101167315175097,1.0,0.1949778434268833,1.0,0.3152941176470588,1.0,0.2602739726027397,1.0,0.2947598253275109
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:44:00,TEST,1,0.1949778434268833,1.0,1->1,True,1,0.1949778434268833,1.0,0.3152941176470588,1.0,0.2602739726027397,1.0,0.2947598253275109,1.0,0.1768976897689769
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:44:30,TEST,1,0.3152941176470588,1.0,1->1,True,1,0.3152941176470588,1.0,0.2602739726027397,1.0,0.2947598253275109,1.0,0.1768976897689769,1.0,0.2144
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:45:00,TEST,1,0.2602739726027397,1.0,1->1,True,1,0.2602739726027397,1.0,0.2947598253275109,1.0,0.1768976897689769,1.0,0.2144,1.0,0.304199772985244
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:45:30,TEST,1,0.2947598253275109,1.0,1->1,True,1,0.2947598253275109,1.0,0.1768976897689769,1.0,0.2144,1.0,0.304199772985244,1.0,0.2990033222591362
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:46:00,TEST,1,0.1768976897689769,1.0,1->1,True,1,0.1768976897689769,1.0,0.2144,1.0,0.304199772985244,1.0,0.2990033222591362,1.0,0.2633136094674556
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:46:30,TEST,1,0.2144,1.0,1->1,True,1,0.2144,1.0,0.304199772985244,1.0,0.2990033222591362,1.0,0.2633136094674556,1.0,0.2567829457364341
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:47:00,TEST,1,0.304199772985244,1.0,1->1,True,1,0.304199772985244,1.0,0.2990033222591362,1.0,0.2633136094674556,1.0,0.2567829457364341,1.0,0.2552380952380952
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:47:30,TEST,1,0.2990033222591362,1.0,1->1,True,1,0.2990033222591362,1.0,0.2633136094674556,1.0,0.2567829457364341,1.0,0.2552380952380952,1.0,0.2709807886754297
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:48:00,TEST,1,0.2633136094674556,1.0,1->1,True,1,0.2633136094674556,1.0,0.2567829457364341,1.0,0.2552380952380952,1.0,0.2709807886754297,1.0,0.3001119820828667
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:48:30,TEST,1,0.2567829457364341,1.0,1->1,True,1,0.2567829457364341,1.0,0.2552380952380952,1.0,0.2709807886754297,1.0,0.3001119820828667,1.0,0.2689243027888446
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:49:00,TEST,1,0.2552380952380952,1.0,1->1,True,1,0.2552380952380952,1.0,0.2709807886754297,1.0,0.3001119820828667,1.0,0.2689243027888446,1.0,0.2625863770977295
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:49:30,TEST,1,0.2709807886754297,1.0,1->1,True,1,0.2709807886754297,1.0,0.3001119820828667,1.0,0.2689243027888446,1.0,0.2625863770977295,1.0,0.2746693794506612
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:50:00,TEST,1,0.3001119820828667,1.0,1->1,True,1,0.3001119820828667,1.0,0.2689243027888446,1.0,0.2625863770977295,1.0,0.2746693794506612,1.0,0.2569511025886865
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:50:30,TEST,1,0.2689243027888446,1.0,1->1,True,1,0.2689243027888446,1.0,0.2625863770977295,1.0,0.2746693794506612,1.0,0.2569511025886865,1.0,0.1847445766270119
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:51:00,TEST,1,0.2625863770977295,1.0,1->1,True,1,0.2625863770977295,1.0,0.2746693794506612,1.0,0.2569511025886865,1.0,0.1847445766270119,1.0,0.2088167053364269
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:51:30,TEST,1,0.2746693794506612,1.0,1->1,True,1,0.2746693794506612,1.0,0.2569511025886865,1.0,0.1847445766270119,1.0,0.2088167053364269,1.0,0.3208685162846803
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:52:00,TEST,1,0.2569511025886865,1.0,1->1,True,1,0.2569511025886865,1.0,0.1847445766270119,1.0,0.2088167053364269,1.0,0.3208685162846803,1.0,0.2198697068403908
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:52:30,TEST,1,0.1847445766270119,1.0,1->1,True,1,0.1847445766270119,1.0,0.2088167053364269,1.0,0.3208685162846803,1.0,0.2198697068403908,1.0,0.2375886524822695
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:53:00,TEST,1,0.2088167053364269,1.0,1->1,True,1,0.2088167053364269,1.0,0.3208685162846803,1.0,0.2198697068403908,1.0,0.2375886524822695,1.0,0.2599418040737148
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:53:30,TEST,1,0.3208685162846803,1.0,1->1,True,1,0.3208685162846803,1.0,0.2198697068403908,1.0,0.2375886524822695,1.0,0.2599418040737148,1.0,0.3221153846153846
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:54:00,TEST,1,0.2198697068403908,1.0,1->1,True,1,0.2198697068403908,1.0,0.2375886524822695,1.0,0.2599418040737148,1.0,0.3221153846153846,1.0,0.2459016393442623
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:54:30,TEST,1,0.2375886524822695,1.0,1->1,True,1,0.2375886524822695,1.0,0.2599418040737148,1.0,0.3221153846153846,1.0,0.2459016393442623,1.0,0.309662398137369
Friday-02-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-02 01:55:00,TEST,1,0.2599418040737148,1.0,1->1,True,1,0.2599418040737148,1.0,0.3221153846153846,1.0,0.2459016393442623,1.0,0.309662398137369,1.0,0.2252328535139712
