Episode_ID,Source_File,Split,Start,End,Duration_Seconds,Windows,Mean_Attack_Ratio,Max_Attack_Ratio
59,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 02:05:00,2018-02-23 02:06:00,90.0,3,0.005291200446260133,0.0096153846153846
60,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 02:07:00,2018-02-23 02:07:00,30.0,1,0.0022396416573348,0.0022396416573348
61,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 02:08:00,2018-02-23 02:08:00,30.0,1,0.0031948881789137,0.0031948881789137
62,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 02:09:00,2018-02-23 02:09:00,30.0,1,0.0016012810248198,0.0016012810248198
63,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 02:10:00,2018-02-23 02:10:00,30.0,1,0.0042105263157894,0.0042105263157894
64,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 03:05:00,2018-02-23 03:06:30,120.0,4,0.0063189639201328245,0.0116666666666666
65,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 03:08:00,2018-02-23 03:09:00,90.0,3,0.003956553990570333,0.0059880239520958
66,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 03:12:00,2018-02-23 03:13:30,120.0,4,0.0031468299714497,0.0063291139240506
67,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 03:15:00,2018-02-23 03:17:00,150.0,5,0.0050283129000956595,0.0101302460202604
68,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 09:17:00,2018-02-23 09:17:00,30.0,1,0.0008064516129032,0.0008064516129032
69,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 09:57:00,2018-02-23 09:57:00,30.0,1,0.000870322019147,0.000870322019147
70,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:02:30,2018-02-23 10:03:00,60.0,2,0.0026092453172479,0.0036764705882352
71,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:04:00,2018-02-23 10:06:00,150.0,5,0.00274192872348774,0.0050041701417848
72,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:07:00,2018-02-23 10:07:00,30.0,1,0.0067643742953776,0.0067643742953776
73,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:08:00,2018-02-23 10:10:00,150.0,5,0.00473550421816954,0.007502679528403
74,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:11:00,2018-02-23 10:19:30,540.0,18,0.0038054235590208726,0.0115163147792706
75,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:20:30,2018-02-23 10:20:30,30.0,1,0.0069252077562326,0.0069252077562326
76,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:21:30,2018-02-23 10:22:30,90.0,3,0.0051006483074764,0.007537688442211
77,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:23:30,2018-02-23 10:26:00,180.0,6,0.0057061205251139994,0.0112781954887218
78,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:27:00,2018-02-23 10:28:00,90.0,3,0.0067416512935264674,0.0086058519793459
79,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:29:00,2018-02-23 10:29:00,30.0,1,0.0070821529745042,0.0070821529745042
80,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:30:00,2018-02-23 10:32:00,150.0,5,0.00266313331871076,0.0039893617021276
81,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:33:00,2018-02-23 10:37:30,300.0,10,0.0031273924128215405,0.0046801872074883
82,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:38:30,2018-02-23 10:42:30,270.0,9,0.004116187108716489,0.0112866817155756
83,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:43:30,2018-02-23 10:44:30,90.0,3,0.0033655400497007333,0.0046565774155995
84,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:45:30,2018-02-23 10:45:30,30.0,1,0.0057937427578215,0.0057937427578215
85,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:46:30,2018-02-23 10:50:00,240.0,8,0.003484370042562725,0.008
86,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:51:00,2018-02-23 10:51:00,30.0,1,0.0042826552462526,0.0042826552462526
87,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:52:00,2018-02-23 10:54:00,150.0,5,0.0043641819006610405,0.0085959885386819
88,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 10:55:00,2018-02-23 11:01:30,420.0,14,0.00306281043021355,0.0070422535211267
89,Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-23 11:02:30,2018-02-23 11:02:30,30.0,1,0.0022805017103762,0.0022805017103762
90,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 01:14:00,2018-02-20 01:15:00,90.0,3,0.006159387016053668,0.0080614923134608
91,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 01:16:00,2018-02-20 01:17:00,90.0,3,0.0047264989771382,0.0063063063063063
92,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 01:18:00,2018-02-20 01:19:00,90.0,3,0.005071853026079833,0.0068210659898477
93,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 01:20:00,2018-02-20 01:21:00,90.0,3,0.0042246121478989335,0.0059490868843386
94,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 01:22:00,2018-02-20 01:23:00,90.0,3,0.005514761110488366,0.0070967741935483
95,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 01:24:00,2018-02-20 01:25:00,90.0,3,0.005063328667797966,0.0066075987385493
96,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 01:26:00,2018-02-20 01:27:00,90.0,3,0.0050305489997986,0.0064037258041042
97,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 01:28:00,2018-02-20 01:29:00,90.0,3,0.0039829581690672,0.0051997163791065
98,Thuesday-20-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-20 10:13:30,2018-02-20 11:16:30,3810.0,127,0.3836850930724989,0.4980544747081712
99,Thursday-01-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,TEST,2018-03-01 02:00:00,2018-03-01 03:36:30,5820.0,194,0.7067362365279258,0.97949979499795
100,Thursday-01-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,TEST,2018-03-01 09:57:00,2018-03-01 10:54:30,3480.0,116,0.7483078360049996,0.9902152641878668
101,Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-15 09:27:30,2018-02-15 09:31:00,240.0,8,0.5367008056935954,0.6893300248138958
102,Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-15 09:37:30,2018-02-15 09:40:30,210.0,7,0.5627095936845536,0.7298063297118564
103,Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-15 09:49:00,2018-02-15 09:57:00,510.0,17,0.5632026150407238,0.7237026647966339
104,Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-15 10:02:30,2018-02-15 10:02:30,30.0,1,0.0020408163265306,0.0020408163265306
105,Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-15 11:00:00,2018-02-15 11:42:00,2550.0,85,0.10862499535134493,0.3134851138353765
106,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 01:51:30,2018-02-22 01:51:30,30.0,1,0.0021754894851341,0.0021754894851341
107,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 01:52:30,2018-02-22 01:54:00,120.0,4,0.00212997220710065,0.0030349013657056
108,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 01:55:00,2018-02-22 01:55:00,30.0,1,0.0016891891891891,0.0016891891891891
109,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 01:56:00,2018-02-22 01:56:00,30.0,1,0.0016920473773265,0.0016920473773265
110,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 01:57:00,2018-02-22 01:57:00,30.0,1,0.002677376171352,0.002677376171352
111,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 01:58:00,2018-02-22 01:58:00,30.0,1,0.0011305822498586,0.0011305822498586
112,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 01:59:00,2018-02-22 01:59:00,30.0,1,0.0017497812773403,0.0017497812773403
113,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:00:00,2018-02-22 02:00:00,30.0,1,0.0011160714285714,0.0011160714285714
114,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:01:00,2018-02-22 02:01:30,60.0,2,0.0019989354898931,0.0021528525296017
115,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:02:30,2018-02-22 02:02:30,30.0,1,0.0033898305084745,0.0033898305084745
116,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:03:30,2018-02-22 02:03:30,30.0,1,0.0049875311720698,0.0049875311720698
117,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:04:30,2018-02-22 02:04:30,30.0,1,0.002,0.002
118,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:05:30,2018-02-22 02:05:30,30.0,1,0.0036697247706422,0.0036697247706422
119,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:06:30,2018-02-22 02:06:30,30.0,1,0.0019801980198019,0.0019801980198019
120,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:07:30,2018-02-22 02:07:30,30.0,1,0.0034722222222222,0.0034722222222222
121,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:08:30,2018-02-22 02:08:30,30.0,1,0.0042105263157894,0.0042105263157894
122,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:09:30,2018-02-22 02:09:30,30.0,1,0.0023557126030624,0.0023557126030624
123,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:10:30,2018-02-22 02:10:30,30.0,1,0.0024691358024691,0.0024691358024691
124,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:11:30,2018-02-22 02:11:30,30.0,1,0.0037383177570093,0.0037383177570093
125,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:12:30,2018-02-22 02:12:30,30.0,1,0.0038461538461538,0.0038461538461538
126,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:13:30,2018-02-22 02:13:30,30.0,1,0.0009770395701025,0.0009770395701025
127,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:14:30,2018-02-22 02:14:30,30.0,1,0.0030911901081916,0.0030911901081916
128,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:15:30,2018-02-22 02:15:30,30.0,1,0.0015527950310559,0.0015527950310559
129,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:16:30,2018-02-22 02:16:30,30.0,1,0.0021978021978021,0.0021978021978021
130,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:17:30,2018-02-22 02:17:30,30.0,1,0.003584229390681,0.003584229390681
131,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:18:30,2018-02-22 02:18:30,30.0,1,0.0015600624024961,0.0015600624024961
132,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:19:30,2018-02-22 02:19:30,30.0,1,0.0023094688221709,0.0023094688221709
133,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:20:30,2018-02-22 02:20:30,30.0,1,0.0025673940949935,0.0025673940949935
134,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:21:30,2018-02-22 02:21:30,30.0,1,0.0034965034965034,0.0034965034965034
135,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:22:30,2018-02-22 02:22:30,30.0,1,0.0015748031496062,0.0015748031496062
136,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:23:30,2018-02-22 02:23:30,30.0,1,0.0037453183520599,0.0037453183520599
137,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:24:30,2018-02-22 02:24:30,30.0,1,0.0026954177897574,0.0026954177897574
138,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:25:30,2018-02-22 02:25:30,30.0,1,0.0036363636363636,0.0036363636363636
139,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:26:30,2018-02-22 02:26:30,30.0,1,0.0031746031746031,0.0031746031746031
140,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:27:30,2018-02-22 02:27:30,30.0,1,0.0046620046620046,0.0046620046620046
141,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 02:28:30,2018-02-22 02:28:30,30.0,1,0.003610108303249,0.003610108303249
142,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 04:14:30,2018-02-22 04:14:30,30.0,1,0.0065573770491803,0.0065573770491803
143,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 04:16:30,2018-02-22 04:20:30,270.0,9,0.0024736099337070447,0.0052246603970741
144,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 04:22:00,2018-02-22 04:22:00,30.0,1,0.0036764705882352,0.0036764705882352
145,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 04:24:30,2018-02-22 04:24:30,30.0,1,0.0012165450121654,0.0012165450121654
146,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 04:27:30,2018-02-22 04:27:30,30.0,1,0.0019230769230769,0.0019230769230769
147,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:13:30,2018-02-22 10:14:00,60.0,2,0.0069758366125727,0.010515247108307
148,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:15:30,2018-02-22 10:15:30,30.0,1,0.0026548672566371,0.0026548672566371
149,Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,TRAIN,2018-02-22 10:17:30,2018-02-22 10:18:00,60.0,2,0.00377145712626445,0.0046189376443418
