File,Previous_Window,Next_Window,Gap_Seconds,Gap_Minutes,Missing_30s_Windows
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:40:30,2018-02-16 12:42:00,90,1.5,2
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:42:00,2018-02-16 12:43:00,60,1.0,1
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:43:30,2018-02-16 12:46:00,150,2.5,4
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:46:00,2018-02-16 12:47:00,60,1.0,1
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:47:00,2018-02-16 12:49:00,120,2.0,3
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:49:00,2018-02-16 12:51:00,120,2.0,3
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:51:00,2018-02-16 12:52:00,60,1.0,1
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:52:00,2018-02-16 12:54:30,150,2.5,4
Friday-16-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-16 12:54:30,2018-02-16 12:57:30,180,3.0,5
Friday-23-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-23 05:30:30,2018-02-23 08:15:00,9870,164.5,328
Thursday-01-03-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-03-01 05:45:00,2018-03-01 08:16:00,9060,151.0,301
Thursday-15-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-15 05:54:30,2018-02-15 08:23:00,8910,148.5,296
Thursday-22-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-22 05:30:00,2018-02-22 08:22:00,10320,172.0,343
Wednesday-14-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-14 05:30:30,2018-02-14 08:28:00,10650,177.5,354
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 01:56:30,2018-02-21 01:57:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 02:02:00,2018-02-21 02:03:00,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 02:03:00,2018-02-21 02:04:30,90,1.5,2
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 02:09:00,2018-02-21 02:10:00,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 02:33:00,2018-02-21 08:32:30,21570,359.5,718
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 08:46:30,2018-02-21 08:47:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 08:48:30,2018-02-21 08:49:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 08:56:00,2018-02-21 08:57:00,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 08:57:30,2018-02-21 08:58:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:03:30,2018-02-21 09:04:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:05:00,2018-02-21 09:06:00,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:08:30,2018-02-21 09:09:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:10:30,2018-02-21 09:11:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:11:30,2018-02-21 09:12:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:14:30,2018-02-21 09:15:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:19:30,2018-02-21 09:21:00,90,1.5,2
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:21:30,2018-02-21 09:22:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:25:00,2018-02-21 09:26:30,90,1.5,2
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:27:00,2018-02-21 09:28:00,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:28:00,2018-02-21 09:29:00,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:30:30,2018-02-21 09:31:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:33:30,2018-02-21 09:34:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:36:30,2018-02-21 09:37:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:42:00,2018-02-21 09:43:00,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 09:44:30,2018-02-21 09:45:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 10:02:00,2018-02-21 10:03:00,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 10:05:30,2018-02-21 10:06:30,60,1.0,1
Wednesday-21-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-21 10:07:30,2018-02-21 10:08:30,60,1.0,1
Wednesday-28-02-2018_TrafficForML_CICFlowMeter_30s_state.csv,2018-02-28 05:50:00,2018-02-28 08:21:30,9090,151.5,302
