,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow ID,Src IP,Src Port,Dst IP
Fwd Pkt Len Std,-0.06611584758791086,-0.1944244549234329,0.10424642887527574,-0.01983903552726613,0.11410593453025664,0.07438654173673945,0.0147289469601577,0.9460428810436786,-0.10998514125388661,0.8343989435163087,1.0,0.5229969957006092,-0.17508562227690733,0.3703656296495676,0.47707590305580183,0.019744436492252708,-0.21500266596549544,-0.07074189689307976,0.09007057957061505,0.02593322028072791,-0.08704474209314164,0.09749802036756873,-0.05335697670808099,0.14364761091912084,0.02156491009247339,-0.07465917730469754,0.1838573634711141,0.04677869626546264,0.1595578725499026,0.11849427615723981,-0.01027293887130616,-0.02454427248450045,,-0.006953061495411393,,-0.01879402619506733,0.13158389021737113,-0.19767856332171718,-0.21165559761045652,-0.11165541752317591,0.7355388384542926,0.49618473831558363,0.6289632796634934,0.6384461242186957,-0.024660406110081228,-0.02454427248450045,0.3676052321899323,0.3594040995328222,-0.22733975784188445,-0.07172826038047972,-0.006953061495411393,0.3676052321899323,0.009784494540873087,0.47834545588791694,0.8343989435163089,0.3703656296495676,,,,,,,-0.01983903552726613,0.07438654173673948,0.11410593453025665,0.0147289469601577,0.15548194163298232,0.3822619217983112,-0.020000697816066688,-0.04691888976853217,0.0208290489259528,0.010389186758991935,0.025949171920999527,0.020830720859424636,0.01333137714063225,0.03245636323648197,0.01691941224059769,0.00899355159868851,,,-0.27119491673476354,
Bwd Pkt Len Max,-0.2001150362538669,-0.201160117937711,0.16722638559054515,-0.029003400718858652,0.09988938018445553,-0.024824387862745434,0.05714176074653515,0.4895341161461335,-0.12309375152237975,0.32234674929357043,0.5229969957006092,1.0,-0.16244670656027935,0.8365753165514562,0.9735381873555862,-0.028738925670874528,-0.31724141768411573,-0.11799807721729229,0.09965976115206757,0.04846984358754227,-0.1265941694857335,0.15263372721234356,-0.104016093395411,0.23490989973275886,0.03004867444346291,-0.13403008990893764,0.3069631461117972,0.020234798444110143,0.25766205367643846,0.21418327635039347,-0.05546152258034967,-0.10800090165349813,,-0.010100155545432378,,-0.027835577080266297,0.10906578013516911,-0.2950449843681096,-0.30763614365948466,-0.12462390544267075,0.9178186503982926,0.7464768113850371,0.949541396023494,0.18805241292006356,-0.035822196839439234,-0.10800090165349813,0.6503792345740677,0.5088231707020484,-0.38532251919925115,-0.10466800117893864,-0.010100155545432378,0.6503792345740677,0.07422528689652898,0.7315659279191427,0.3223467492935704,0.8365753165514562,,,,,,,-0.02900340071885865,-0.024824387862745437,0.09988938018445553,0.05714176074653516,0.08311475995746705,0.3909449020733345,-0.02934566437921177,-0.15441053729333648,-0.011498837217067109,-0.0017580420228226893,-0.002610024516377844,-0.010219827449194441,0.042836274211724625,-0.016800339679033417,0.03392304322906721,0.044740612913868896,,,0.3474828998265278,
Bwd Pkt Len Min,-0.12611320029699413,0.8360485495284173,-0.11104306608070609,-0.015126823891529962,-0.014787163903380635,-0.015410363837021978,-0.006355166895095915,-0.10096138111151404,0.3633038703210066,0.033361100654808636,-0.17508562227690733,-0.16244670656027935,1.0,0.05934128569147848,-0.24312717808701978,0.0004191898930648742,-0.158322054058489,-0.07391495628052164,-0.057378009525894405,-0.0983175049000171,-0.06362663467490923,-0.10622300527607183,-0.07480685712725178,-0.058173520188917624,-0.09206769525296249,-0.06557624320128196,-0.08171593794454443,-0.04162360392404342,-0.08105117244127012,-0.07095247350679207,-0.01743382319273804,-0.03803745646685847,,-0.00509157518999407,,-0.015570728743154547,-0.021528533988728123,-0.1473986151201024,-0.15355797522112472,0.3730835895537705,-0.16249073972252417,0.022949252411607696,-0.1595664823563294,-0.037689658351361,-0.0180582772075483,-0.03803745646685847,-0.21690247466120974,-0.4441121165819429,-0.18908716091601604,-0.05328591047548638,-0.00509157518999407,-0.21690247466120974,0.14286824415031166,0.09856265164618172,0.033361100654808636,0.05934128569147848,,,,,,,-0.015126823891529967,-0.015410363837021978,-0.014787163903380637,-0.006355166895095915,-0.3064699356044576,-0.10086079128002967,-0.015038568056767582,-0.5101777141404111,-0.02740597330997765,-0.02019612828149868,-0.03009721923717586,-0.02318202919842335,-0.0803990809781755,-0.041393513513000406,-0.08405207771292288,-0.0760995047089179,,,,
Bwd Pkt Len Mean,-0.19677607182706655,-0.0052958137572618625,0.16808974373759034,-0.02652440560829697,0.20046017686670778,-0.02521609360329308,0.1712611963134225,0.352546078834751,-0.03138628415429132,0.2481968061679035,0.3703656296495676,0.8365753165514562,0.05934128569147848,1.0,0.8106387975079216,-0.023261796194500382,-0.29455637603701984,-0.11315085876503503,0.09322228322050209,0.07517494554424915,-0.1176539318893525,0.1559822502844285,-0.09943203786816505,0.2459259326184735,0.05943019591754915,-0.12421205685716602,0.2911774166254638,0.0003259474432435894,0.21775889360473194,0.22274875407730066,-0.04968067133191743,-0.09293787454223856,,-0.009389798210917377,,-0.024776094515202858,0.20600719471605478,-0.27400871822304523,-0.2856379448875701,-0.03140260458912708,0.7597028440148685,0.8976970636913587,0.870133694956135,0.18373450463766414,-0.03330277422769177,-0.09293787454223856,0.463908278489323,0.3358134023647691,-0.3555977334254654,-0.09663305931116277,-0.009389798210917377,0.463908278489323,0.1386791246089152,0.8844982714173851,0.24819680616790352,1.0,,,,,,,-0.026524405608296973,-0.02521609360329308,0.20046017686670775,0.1712611963134225,-0.0028711106567761552,0.17518722030990064,-0.02727595230689534,-0.22520718642848597,-0.008783785040872912,0.0034973326113591813,0.003594915124734979,-0.008772406361135318,0.0643488346976183,-0.005597984065531324,0.05619453036609147,0.06524336918137008,,,0.3659770840616257,
Bwd Pkt Len Std,-0.19402642900441502,-0.2678709491186368,0.10843158237633284,-0.02770246340936976,0.05580288946544988,-0.026549562660659113,0.02197915170468942,0.408845182813642,-0.1512167833844922,0.2710314914502505,0.47707590305580183,0.9735381873555862,-0.24312717808701978,0.8106387975079216,1.0,-0.028194353242601274,-0.30086648748782757,-0.1142055618627739,0.07963266299831477,0.024786076191184045,-0.12006530754903347,0.09264876710158945,-0.10462881294437804,0.18662915635499824,0.00376737181532573,-0.12725508019603962,0.2298874685865458,0.01129173596856658,0.22250333788556967,0.17187242072025552,-0.053739868395422524,-0.10553164677717022,,-0.009577984692172385,,-0.026876011072124582,0.06475754789764494,-0.27985466974739776,-0.29176853570191946,-0.1540291329073911,0.8877679767568156,0.7030221438805865,0.9502077025173488,0.17212718982812747,-0.033970214758057955,-0.10553164677717022,0.6796554523061712,0.5414728279929371,-0.3673694847004759,-0.0986146636043081,-0.009577984692172385,0.6796554523061712,0.07165501848750012,0.6897640343503656,0.27103149145025063,0.8106387975079217,,,,,,,-0.02770246340936976,-0.026549562660659113,0.05580288946544987,0.021979151704689424,0.15182170765197328,0.2802809325912091,-0.027888530497873928,-0.09973285025693379,-0.01707041382532111,-0.00691057923400367,-0.010409226938057207,-0.014881287183121508,0.01648654954587922,-0.02418325709761807,0.008178872214934772,0.019154123385432865,,,0.36976899010619796,
Flow Byts/s,0.10833563225769638,-0.0026979196320748747,-0.0170585245175042,-0.0017283917192999953,-0.0006628172340606735,0.0014636229852193984,-0.0009853584504717332,0.02047057110381682,0.08891905313010924,0.06583451400000563,0.019744436492252708,-0.028738925670874528,0.0004191898930648742,-0.023261796194500382,-0.028194353242601274,1.0,0.12342329634360336,-0.010828940155749268,-0.010633492664162051,-0.015450484679553345,-0.008898310583872809,-0.01636207248518235,-0.011248415639907975,-0.011659871170915976,-0.01455961145745832,-0.009453492720367822,-0.012764382540467014,-0.007613053913285899,-0.011756755765226914,-0.011200537660207255,-0.004277156655005841,0.18617220852089683,,-0.0007098300277440745,,-0.0017419381303137125,-0.0006420783965651761,0.1996455039739985,0.019978625780524315,0.00027463654172559204,-0.00689889337405087,0.03692284137763383,-0.005403175399161906,0.014893786245638783,-0.0024358045397788225,0.18617220852089683,-0.026429750854773428,-0.05425635538138029,0.0671528488195086,-0.006831943139179269,-0.0007098300277440745,-0.026429750854773428,-0.014272566332463906,0.048252665217602575,0.06583451400000565,-0.023261796194500393,,,,,,,-0.0017283917192999951,0.0014636229852193984,-0.0006628172340606738,-0.0009853584504717335,-0.035264984223451964,-0.014304675485587991,-0.0017198065548929714,-0.010961701755224611,-0.003851660560055543,-0.0028272761218259075,-0.004227339655202964,-0.003262676790849088,-0.012883323675413746,-0.005996848902815768,-0.013352452701519985,-0.012270517966054365,,,-0.07015282602411896,
Flow Pkts/s,-0.013595268777727093,-0.17439988164568662,-0.1518452813577357,-0.01863843814209887,-0.02523858633208637,-0.01908483263493454,-0.012013457487583036,-0.1908959374496382,-0.09608478900931491,-0.20904630475413943,-0.21500266596549544,-0.31724141768411573,-0.158322054058489,-0.29455637603701984,-0.30086648748782757,0.12342329634360336,1.0,-0.09593407062794312,-0.09427651963013021,-0.13699375679402725,-0.07881972177382046,-0.14565649887088566,-0.0996510918046426,-0.10340334978981154,-0.12907560769558243,-0.08373577104501452,-0.11330187222759205,-0.0674796945755187,-0.10428840159006182,-0.09939931375775297,-0.037891194983715876,-0.012694765925579816,,-0.006287045833712876,,-0.01890961275795238,-0.027762287663882872,0.9604437054331865,0.943541474686986,-0.10010388646448114,-0.3079244814822116,-0.2997018209225729,-0.3223801235581283,-0.05055890958608396,0.008473532744114907,-0.012694765925579816,-0.26775081283806,0.28130645039316005,-0.16049405605683292,-0.04006470771658767,-0.006287045833712876,-0.26775081283806,0.14591123523505609,-0.3186168800626426,-0.20904630475413943,-0.29455637603701984,,,,,,,-0.018638438142098875,-0.01908483263493454,-0.02523858633208637,-0.012013457487583038,0.2175182135465422,-0.12752154121881312,-0.01849986701747085,0.6417131479272125,-0.03415980692803391,-0.025069648331010237,-0.037500695583080675,-0.02894062846064744,-0.1141959793228438,-0.05314958759834877,-0.11835167309141618,-0.10876475306653186,,,-0.07041059669801138,
Flow IAT Mean,0.15067206399593622,-0.105989956037206,0.5373071828699226,-0.008989592391249825,-0.011267955748196843,-0.009054847901229407,-0.004806593444500522,-0.05302175375231479,0.041994620092464525,-0.03184410730686761,-0.07074189689307976,-0.11799807721729229,-0.07391495628052164,-0.11315085876503503,-0.1142055618627739,-0.010828940155749268,-0.09593407062794312,1.0,0.18993369412784097,0.8203033078154927,0.9732087321313108,0.537452699231275,0.955116913413798,0.0583416651950556,0.8209198868778356,0.9496364884522575,0.047492921446741415,0.12702717934158633,0.0163121111999322,0.08550721311441052,0.13772370243848991,0.028391840869163427,,-0.002722344351109062,,-0.009101616765946058,-0.011509721349420863,-0.08927125955684061,-0.0931368659902914,0.04234932407029362,-0.10568290232711922,-0.07837468800964782,-0.11748968929937169,-0.018226622972271192,-0.010780164890758342,0.028391840869163427,-0.11180542403848602,-0.22570523136890056,0.2479052692450828,-0.027034852898078235,-0.002722344351109062,-0.11180542403848602,-0.14922988421054748,-0.0838706230310131,-0.03184410730686761,-0.11315085876503503,,,,,,,-0.008989592391249827,-0.009054847901229407,-0.011267955748196843,-0.004806593444500522,0.16789697477596432,-0.05526345913931793,-0.008979737480984611,-0.0914335358547812,0.012944334428307476,0.002541687446273413,0.011032121496647585,0.013565396304326129,0.7741006224368072,0.061221802941078346,0.753111899864913,0.7765151408200635,,,-0.24500865988948334,
Flow IAT Std,-0.06649229289561875,-0.037316264996858035,0.5353717113883215,-0.008405624489064692,0.01808737231602877,-0.007820575228627044,0.006234744818786025,0.10434137579032227,0.13762001650639866,0.15086751327124637,0.09007057957061505,0.09965976115206757,-0.057378009525894405,0.09322228322050209,0.07963266299831477,-0.010633492664162051,-0.09427651963013021,0.18993369412784097,1.0,0.6062516058941894,-0.03180373635332724,0.5226966115783508,0.41570967314261714,0.5474951352165558,0.5884222038294143,0.34088737068271546,0.5134906769894285,0.7256148224457358,0.4117970267837344,0.7019111348591592,0.6929198010540669,0.26210226532170144,,-0.002999331797559012,,-0.008028111613936082,0.021387208904488076,-0.08772913305447519,-0.09152783950209184,0.1345689484475724,0.11876421629190491,0.17842765897840043,0.11148525891430185,0.023483750499067892,-0.010636584658831341,0.26210226532170144,-0.011034931950773296,-0.014050197793239206,0.043342887753958434,-0.027556790683431472,-0.002999331797559012,-0.011034931950773296,-0.03294481316152342,0.17261991975438595,0.15086751327124637,0.09322228322050206,,,,,,,-0.008405624489064692,-0.007820575228627044,0.01808737231602877,0.006234744818786025,-0.09046565053763052,-0.02562949288891722,-0.008485921458863727,0.0034066315041224064,0.09275462108889009,0.05814599430919003,0.09493537170529624,0.08197020502727782,0.5777475763980001,0.29964777282651395,0.6051080119448086,0.5477641446806383,,,0.07038955944929463,
Flow IAT Max,0.06941835873142993,-0.11634887463605807,0.7803183699310234,-0.010631418013901188,0.03287094655130705,-0.010166307343948593,0.024407458563918488,0.057063351180353265,0.08387688261040294,0.079756058497393,0.02593322028072791,0.04846984358754227,-0.0983175049000171,0.07517494554424915,0.024786076191184045,-0.015450484679553345,-0.13699375679402725,0.8203033078154927,0.6062516058941894,1.0,0.714299888002399,0.7743272350412883,0.868971907051793,0.5261792518677152,0.9926497237243458,0.807849668673248,0.43344759734933963,0.4477479075803148,0.43388817685026626,0.5730516200911869,0.3830010910427516,0.12080182944219216,,-0.004108148497781129,,-0.010198573850209273,0.03454026263342405,-0.12746818850672337,-0.1329879275893867,0.08365293083444005,0.06048713830596234,0.14657652021577355,0.0544634765005659,0.019727616233301236,-0.015422383203924613,0.12080182944219216,-0.06793260502579529,-0.1295857178213985,0.16788667425431575,-0.0397901923472175,-0.004108148497781129,-0.06793260502579529,-0.12139463858334323,0.13026049613750038,0.07975605849739299,0.07517494554424914,,,,,,,-0.010631418013901188,-0.010166307343948593,0.03287094655130705,0.024407458563918488,0.08037167912829488,-0.054299429895781834,-0.010807899548414546,-0.08018894553461127,0.10711678659799512,0.0758761475873496,0.1103688788128341,0.09060664614912707,0.9275423264830449,0.3077112819414497,0.9410033695124009,0.9023713135127163,,,-0.22542281470002687,
Flow IAT Min,0.1673801213127167,-0.10744387164477012,0.43767275228874886,-0.0074290468907482685,-0.013060971180530056,-0.007622885815456447,-0.0047932573639320065,-0.07365336154693605,-0.012068624483097224,-0.07250597333440562,-0.08704474209314164,-0.1265941694857335,-0.06362663467490923,-0.1176539318893525,-0.12006530754903347,-0.008898310583872809,-0.07881972177382046,0.9732087321313108,-0.03180373635332724,0.714299888002399,1.0,0.4406977501667742,0.8756177909296341,-0.03327683017092779,0.7189450196258006,0.885396911060516,-0.04501834029561509,-0.026834971123774448,-0.0415840110198362,-0.03958866018258831,-0.015028662553614097,-0.028339268276043713,,-0.002170768952991663,,-0.0075953794644629076,-0.014065079083259921,-0.07334750911283648,-0.0765236105000416,-0.011644176784649303,-0.12138432672381538,-0.1108693826146255,-0.1293888217789892,-0.020222818360390454,-0.008848657656208236,-0.028339268276043713,-0.1064436523611845,-0.2178712567631698,0.23964257039420883,-0.022249971995964957,-0.002170768952991663,-0.1064436523611845,-0.14214438392765086,-0.11694797791201995,-0.07250597333440562,-0.11765393188935248,,,,,,,-0.007429046890748269,-0.007622885815456445,-0.013060971180530056,-0.004793257363932007,0.19265661574521936,-0.051292249808315975,-0.007412115521804813,-0.09254520615824002,-0.009284144437574023,-0.008754810332759324,-0.011057616009680696,-0.007144314446548477,0.6732361888848027,-0.008927875541717815,0.6439501313478913,0.6834458819626605,,,-0.2492100569279849,
Fwd IAT Tot,-0.007284218979608329,-0.09606586378210959,0.996738862127789,0.1626019698374313,0.09637325698976106,0.16121219080173338,0.06351879809624608,0.16251775356380602,0.11571807048426096,0.12920164931279934,0.09749802036756873,0.15263372721234356,-0.10622300527607183,0.1559822502844285,0.09264876710158945,-0.01636207248518235,-0.14565649887088566,0.537452699231275,0.5226966115783508,0.7743272350412883,0.4406977501667742,1.0,0.58616488970833,0.6224874582840241,0.7822066007712515,0.48954140421977543,0.77111706432933,0.4105129761615663,0.5444439771802633,0.5837171426824003,0.2634767608226439,0.08509826406857764,,-0.0044909865979870355,,0.16366941233634785,0.10399857381516797,-0.13551295321321644,-0.141409136829256,0.11780020331375066,0.1640915402566659,0.24702965057380133,0.14114337042285147,0.0375689530518695,-0.016434997876882608,0.08509826406857764,-0.02680174228927638,-0.05948993429632698,0.044100522980832245,-0.043985081806984454,-0.0044909865979870355,-0.02680174228927638,-0.13066017437916563,0.22145904499215352,0.12920164931279934,0.1559822502844285,,,,,,,0.16260196983743133,0.16121219080173338,0.09637325698976104,0.06351879809624608,-0.017699353390065464,-0.03218569190777014,0.1621280824991781,-0.1365849525031616,0.21974912368627977,0.19087192038810952,0.2543403300865469,0.17441734277422408,0.7255758460711612,0.3659280376285749,0.7585688954668637,0.6864472740942663,,,-0.29684212432516877,
Fwd IAT Mean,0.12676364146994593,-0.10497820462770163,0.5831079661602431,-0.009311984570620107,-0.00766091910250212,-0.009342794377893726,-0.0036291731654627536,-0.0379379131649901,0.03544276442678006,-0.021470525421917203,-0.05335697670808099,-0.104016093395411,-0.07480685712725178,-0.09943203786816505,-0.10462881294437804,-0.011248415639907975,-0.0996510918046426,0.955116913413798,0.41570967314261714,0.868971907051793,0.8756177909296341,0.58616488970833,1.0,0.096832574166258,0.8748056664069088,0.9891715391132196,0.1520699686012584,0.3410889028471244,0.04833876892100762,0.2440059461619077,0.370164411618867,0.11192641742706971,,-0.0028719043346261733,,-0.00937063683571298,-0.00724792692777391,-0.09272951567830796,-0.09674487458891833,0.03271038061498127,-0.09046847585637514,-0.06339051146439346,-0.10159712328935439,-0.015099832211345473,-0.011243858900050748,0.11192641742706971,-0.11079218829104592,-0.22203754617644816,0.25246333661808734,-0.028954894661634915,-0.0028719043346261733,-0.11079218829104592,-0.13576641105312465,-0.0698224456543944,-0.021470525421917193,-0.09943203786816505,,,,,,,-0.009311984570620106,-0.009342794377893726,-0.0076609191025021174,-0.0036291731654627536,0.13273766646569396,-0.05296258168157308,-0.009308199032167338,-0.07172772330537862,0.01267600971081846,0.004974148705610234,0.012403965965876795,0.012465110838272507,0.8341330078776933,0.06434502269621664,0.8107708311743571,0.8368408043961153,,,-0.2536984779837229,
Fwd IAT Std,-0.06996705597882,-0.033502274854524776,0.6225672784145314,-0.008969910719892319,0.04323252269687897,-0.007953251798230572,0.02088364355739868,0.1908809579188063,0.19149518874487348,0.21901394498144616,0.14364761091912084,0.23490989973275886,-0.058173520188917624,0.2459259326184735,0.18662915635499824,-0.011659871170915976,-0.10340334978981154,0.0583416651950556,0.5474951352165558,0.5261792518677152,-0.03327683017092779,0.6224874582840241,0.096832574166258,1.0,0.5315686173671113,-0.036098810879964104,0.6292926538652348,0.3110470263966621,0.7399377793280795,0.6536393030001639,0.12502052015666565,0.10569036557040103,,-0.003289639817549686,,-0.008262231981025785,0.04731184959273176,-0.09622052351688946,-0.10038696369172723,0.19804048376837843,0.24412832656582167,0.35159527419999914,0.226946516755936,0.05136605527889996,-0.011667272172294789,0.10569036557040103,0.01743711147857434,0.07400611755301266,-0.06138468767446194,-0.030376138633613554,-0.003289639817549686,0.01743711147857434,-0.058454211132384845,0.3352607567393742,0.21901394498144616,0.2459259326184735,,,,,,,-0.008969910719892319,-0.007953251798230572,0.04323252269687897,0.02088364355739868,-0.06884534875167167,-0.005589045750563364,-0.009160695869048815,-0.05082027325924253,0.14097022251341734,0.09821474581275665,0.1478447747740961,0.12071171599334272,0.44906437122819187,0.46847116010267603,0.5091029899637401,0.39658118693230004,,,-0.2760320976536177,
Fwd IAT Max,0.0756894132263478,-0.10939781339669943,0.7792605893583059,-0.009889148813405562,0.03219609679099185,-0.009421552550569952,0.024201644675866253,0.054922087215178175,0.08809373572686145,0.07871709181405391,0.02156491009247339,0.03004867444346291,-0.09206769525296249,0.05943019591754915,0.00376737181532573,-0.01455961145745832,-0.12907560769558243,0.8209198868778356,0.5884222038294143,0.9926497237243458,0.7189450196258006,0.7822066007712515,0.8748056664069088,0.5315686173671113,1.0,0.8128852954076046,0.43102517752863473,0.44307900169951964,0.42274303219240317,0.5622061749777402,0.3802186384316032,0.1240150327105613,,-0.0038558469510296418,,-0.009463415463007847,0.03366514939635462,-0.12010285838462792,-0.1253037465899437,0.08794144851100272,0.04394004907465616,0.1337766374141527,0.034740495213645785,0.01608862058277905,-0.014563101452150983,0.1240150327105613,-0.08096540040243662,-0.14304551836166748,0.1765145710635971,-0.03751580954187982,-0.0038558469510296418,-0.08096540040243662,-0.1317268797126104,0.11759136691011017,0.07871709181405391,0.059430195917549146,,,,,,,-0.00988914881340556,-0.009421552550569952,0.03219609679099184,0.02420164467586625,0.08467801316010831,-0.04860104857188499,-0.01006415144910683,-0.07934901713163792,0.10474160372247085,0.07705786259714015,0.10897056939127911,0.08744227146572647,0.9215768145561715,0.3077813177515841,0.9354305823965678,0.8962634102802964,,,-0.2766926216904509,
Fwd IAT Min,0.13857196066202057,-0.1048536288926964,0.48642566918645147,-0.007892224345099504,-0.012758084161157052,-0.008083748524456246,-0.005085511648586958,-0.06939240584140227,-0.011722954180707793,-0.060209724041271215,-0.07465917730469754,-0.13403008990893764,-0.06557624320128196,-0.12421205685716602,-0.12725508019603962,-0.009453492720367822,-0.08373577104501452,0.9496364884522575,0.34088737068271546,0.807849668673248,0.885396911060516,0.48954140421977543,0.9891715391132196,-0.036098810879964104,0.8128852954076046,1.0,0.05556590557394601,0.2962735101164447,-0.043291130383329074,0.168160268932434,0.35392992129497974,0.09669605189391003,,-0.002363947081334445,,-0.008047464832331182,-0.013417471340424222,-0.07792169190440817,-0.08129585995988162,-0.015978367884468266,-0.12366225389402119,-0.11118646232247716,-0.12871944874073002,-0.020699930357463057,-0.0094483293045158,0.09669605189391003,-0.11297952309797613,-0.23090791871770786,0.2629009714333272,-0.02431281724856765,-0.002363947081334445,-0.11297952309797613,-0.12330174029558416,-0.11616976353055262,-0.060209724041271215,-0.124212056857166,,,,,,,-0.007892224345099504,-0.008083748524456246,-0.01275808416115705,-0.0050855116485869585,0.14607481931442326,-0.053913678971599086,-0.007868091979374991,-0.06110955729420401,-0.010265981199435352,-0.009396503246937245,-0.012084060613485785,-0.008003503697161102,0.7839255416329118,-0.010780782101986217,0.7496686594683066,0.7958448807939793,,,-0.24927454280528683,
Bwd IAT Tot,-0.07957866226400918,-0.09225996591210606,0.7764318687618769,-0.009645012453816314,0.13151131149627177,-0.008496326842682912,0.08332597882104965,0.2308324684316734,-0.05243270719067234,0.11500991684188965,0.1838573634711141,0.3069631461117972,-0.08171593794454443,0.2911774166254638,0.2298874685865458,-0.012764382540467014,-0.11330187222759205,0.047492921446741415,0.5134906769894285,0.43344759734933963,-0.04501834029561509,0.77111706432933,0.1520699686012584,0.6292926538652348,0.43102517752863473,0.05556590557394601,1.0,0.5391578579419251,0.7223511960629238,0.7716332738401956,0.34522633997346186,0.1040688136637061,,-0.0036044784891094994,,-0.008056791237089977,0.1419227468026154,-0.10542951046858486,-0.10999448299016412,-0.0561832996201293,0.29831710177854753,0.31715223281405325,0.2898448672306463,0.06377550274157563,-0.012783992206469998,0.1040688136637061,0.07144112379620063,0.12774260048884167,-0.06000147232323898,-0.03751411989584488,-0.0036044784891094994,0.07144112379620063,-0.021774513834879664,0.28534072297942487,0.11500991684188967,0.2911774166254638,,,,,,,-0.009645012453816314,-0.008496326842682912,0.13151131149627177,0.08332597882104967,-0.06778353213290629,0.0025852865473819818,-0.0101638215964535,-0.020320158874488067,0.1040871199543,0.096064058789874,0.13468969585248985,0.08368880947682426,0.4319033828579611,0.29844098936123464,0.4634084255710358,0.3975599827240209,,,-0.12070659816519602,
Bwd IAT Mean,-0.04987219283057928,-0.05256899786517249,0.4153052978164354,-0.006145435735606081,0.006689807318422903,-0.0056283965542275665,-0.0009423463935587675,0.047255432078364086,-0.022484617497488608,0.07089005753215738,0.04677869626546264,0.020234798444110143,-0.04162360392404342,0.0003259474432435894,0.01129173596856658,-0.007613053913285899,-0.0674796945755187,0.12702717934158633,0.7256148224457358,0.4477479075803148,-0.026834971123774448,0.4105129761615663,0.3410889028471244,0.3110470263966621,0.44307900169951964,0.2962735101164447,0.5391578579419251,1.0,0.47547486549701296,0.7982329006059634,0.9508534172218254,0.2540085840216522,,-0.0021468941936797744,,-0.005703453211870241,0.010730309746804757,-0.06279578477576186,-0.06551484439824735,-0.0315216610446813,0.033879311643950805,0.047605316857433286,0.0350149623473905,0.003639048310663832,-0.0076143752219432,0.2540085840216522,-0.028696976789155042,0.010968836458528962,0.034448093358075936,-0.021789008416824417,-0.0021468941936797744,-0.028696976789155042,-0.021828152516857314,0.03912065566342515,0.07089005753215738,0.00032594744324359524,,,,,,,-0.006145435735606079,-0.005628396554227565,0.006689807318422903,-0.0009423463935587678,-0.031076200393321783,-0.01763425441895601,-0.006172443488299861,0.05729440917700907,0.10496834436839855,0.07583413665316611,0.10842334454584941,0.08866262825871218,0.42075247355882056,0.37521149053066977,0.47402488301811496,0.379940888770982,,,0.07001035059300934,
Bwd IAT Std,-0.07513495621534363,-0.08857363811872504,0.5546522902307699,-0.009326469079793096,0.036753303809362446,-0.00835261036352448,0.013179992156273355,0.16603734337293954,-0.051763876557305716,0.1479747847127397,0.1595578725499026,0.25766205367643846,-0.08105117244127012,0.21775889360473194,0.22250333788556967,-0.011756755765226914,-0.10428840159006182,0.0163121111999322,0.4117970267837344,0.43388817685026626,-0.0415840110198362,0.5444439771802633,0.04833876892100762,0.7399377793280795,0.42274303219240317,-0.043291130383329074,0.7223511960629238,0.47547486549701296,1.0,0.8124651500895053,0.20915369218705873,0.016772919161777138,,-0.0033177989184603376,,-0.008440385595498005,0.04215493202976925,-0.09704403213170432,-0.10124591156511024,-0.05229252670710062,0.2576804679877376,0.25743044794519365,0.26037702455771594,0.0496783658836597,-0.011767229266534493,0.016772919161777138,0.0623415746784368,0.16359893955226412,-0.10330181633754336,-0.034713046650575584,-0.0033177989184603376,0.0623415746784368,-0.029980951616672944,0.23755473006703895,0.1479747847127397,0.21775889360473194,,,,,,,-0.009326469079793098,-0.00835261036352448,0.03675330380936246,0.013179992156273355,-0.019683778709687447,-0.013460817926855995,-0.009484284250129179,0.019792719341034486,0.14363487348235673,0.11201737629346196,0.15206774212413454,0.11824183745623448,0.3829180338845901,0.5106334510141428,0.4576936729270053,0.3259949612799255,,,0.07178900999248981,
